position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:26.818,1:26.256,1:25.892
2,5,Sebastian Vettel,Ferrari,1:26.585,1:26.372,1:25.936
3,7,Kimi Räikkönen,Ferrari,1:27.549,1:26.483,1:25.990
4,77,Valtteri Bottas,Mercedes,1:27.025,1:26.413,1:26.217
5,33,Max Verstappen,Red Bull,1:27.309,1:27.013,1:26.602
6,3,Daniel Ricciardo,Red Bull,1:27.979,1:27.369,1:27.099
7,20,Kevin Magnussen,Haas F1 Team,1:28.143,1:27.730,1:27.244
8,8,Romain Grosjean,Haas F1 Team,1:28.086,1:27.522,1:27.455
9,16,Charles Leclerc,Sauber,1:27.962,1:27.790,1:27.879
10,31,Esteban Ocon,Force India,1:28.279,1:27.843,1:28.194
11,27,Nico Hülkenberg,Renault,1:28.017,1:27.901,
12,11,Sergio Pérez,Force India,1:28.210,1:27.928,
13,14,Fernando Alonso,McLaren,1:28.187,1:28.139,
14,10,Pierre Gasly,Toro Rosso,1:28.399,1:28.343,
15,9,Marcus Ericsson,Sauber,1:28.249,1:28.391,
16,55,Carlos Sainz,Renault,1:28.456,,
17,2,Stoffel Vandoorne,McLaren,1:29.096,,
18,35,Sergey Sirotkin,Williams,1:29.252,,
19,18,Lance Stroll,Williams,,,
20,28,Brendon Hartley,Toro Rosso,,,
