position,number,driver,constructor,laps,grid,status,points
1,33,Max Verstappen,Red Bull,56,3,Finished,25
2,44,Lewis Hamilton,Mercedes,56,1,Finished,18
3,3,Daniel Ricciardo,Red Bull,56,4,Finished,15
4,5,Sebastian Vettel,Ferrari,56,20,Finished,12
5,77,Valtteri Bottas,Mercedes,56,5,Finished,10
6,11,Sergio Pérez,Force India,56,9,Finished,8
7,2,Stoffel Vandoorne,McLaren,55,7,+1 Lap,6
8,18,Lance Stroll,Williams,55,13,+1 Lap,4
9,19,Felipe Massa,Williams,55,11,+1 Lap,2
10,31,Esteban Ocon,Force India,55,6,+1 Lap,1
11,14,Fernando Alonso,McLaren,55,10,+1 Lap,0
12,20,Kevin Magnussen,Haas F1 Team,55,17,+1 Lap,0
13,8,Romain Grosjean,Haas F1 Team,55,16,+1 Lap,0
14,10,Pierre Gasly,Toro Rosso,55,15,+1 Lap,0
15,30,Jolyon Palmer,Renault,55,12,+1 Lap,0
16,27,Nico Hülkenberg,Renault,55,8,+1 Lap,0
17,94,Pascal Wehrlein,Sauber,55,18,+1 Lap,0
18,9,Marcus Ericsson,Sauber,54,19,+2 Laps,0
19,55,Carlos Sainz,Toro Rosso,29,14,Engine,0
20,7,Kimi Räikkönen,Ferrari,0,0,Battery,0
