position,number,driver,constructor,Q1,Q2,Q3
1,6,Kimi Räikkönen,Ferrari,1:46.242,1:45.070,1:45.994
2,5,Felipe Massa,Ferrari,1:46.060,1:45.173,1:46.011
3,1,Fernando Alonso,McLaren,1:46.058,1:45.442,1:46.091
4,2,Lewis Hamilton,McLaren,1:46.437,1:45.132,1:46.406
5,16,Nico Rosberg,Williams,1:46.950,1:46.469,1:47.334
6,9,Nick Heidfeld,BMW Sauber,1:46.923,1:45.994,1:47.409
7,15,Mark Webber,Red Bull,1:47.084,1:46.426,1:47.524
8,12,Jarno Trulli,Toyota,1:47.143,1:46.480,1:47.798
9,4,Heikki Kovalainen,Renault,1:46.971,1:46.240,1:48.505
10,11,Ralf Schumacher,Toyota,1:47.300,1:46.618,
11,14,David Coulthard,Red Bull,1:47.340,1:46.800,
12,7,Jenson Button,Honda,1:47.474,1:46.955,
13,18,Vitantonio Liuzzi,Toro Rosso,1:47.576,1:47.115,
14,10,Robert Kubica,BMW Sauber,1:46.707,1:45.885,1:46.996
15,17,Alexander Wurz,Williams,1:47.522,1:47.394,
16,19,Sebastian Vettel,Toro Rosso,1:47.581,,
17,8,Rubens Barrichello,Honda,1:47.954,,
18,22,Takuma Sato,Super Aguri,1:47.980,,
19,20,Adrian Sutil,Spyker,1:48.044,,
20,23,Anthony Davidson,Super Aguri,1:48.199,,
21,21,Sakon Yamamoto,Spyker,1:49.557,,
22,3,Giancarlo Fisichella,Renault,1:47.143,1:46.603,
