position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:38.343,1:37.500,1:37.113
2,44,Lewis Hamilton,Mercedes,1:38.558,1:37.672,1:37.433
3,77,Valtteri Bottas,Williams,1:38.448,1:38.194,1:37.912
4,5,Sebastian Vettel,Ferrari,1:38.598,1:38.402,1:37.965
5,7,Kimi Räikkönen,Ferrari,1:39.207,1:38.224,1:38.348
6,27,Nico Hülkenberg,Force India,1:39.250,1:38.727,1:38.659
7,11,Sergio Pérez,Force India,1:39.617,1:38.914,1:38.691
8,8,Romain Grosjean,Lotus F1,1:39.056,1:38.754,1:38.787
9,33,Max Verstappen,Toro Rosso,1:39.411,1:39.119,1:38.924
10,3,Daniel Ricciardo,Red Bull,1:39.574,1:39.005,1:39.728
11,26,Daniil Kvyat,Red Bull,1:39.580,1:39.214,
12,12,Felipe Nasr,Sauber,1:40.042,1:39.323,
13,22,Jenson Button,McLaren,1:39.739,1:39.763,
14,13,Pastor Maldonado,Lotus F1,1:39.724,1:39.811,
15,19,Felipe Massa,Williams,1:38.926,1:39.895,
16,14,Fernando Alonso,McLaren,1:40.144,,
17,9,Marcus Ericsson,Sauber,1:40.660,,
18,28,Will Stevens,Marussia,1:43.693,,
19,98,Roberto Merhi,Marussia,1:43.804,,
