position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,70,3,Finished,25
2,33,Max Verstappen,Red Bull,70,1,Finished,19
3,5,Sebastian Vettel,Ferrari,70,5,Finished,15
4,16,Charles Leclerc,Ferrari,70,4,Finished,12
5,55,Carlos Sainz,McLaren,69,8,+1 Lap,10
6,10,Pierre Gasly,Red Bull,69,6,+1 Lap,8
7,7,Kimi Räikkönen,Alfa Romeo,69,10,+1 Lap,6
8,77,Valtteri Bottas,Mercedes,69,2,+1 Lap,4
9,4,Lando Norris,McLaren,69,7,+1 Lap,2
10,23,Alexander Albon,Toro Rosso,69,12,+1 Lap,1
11,11,Sergio Pérez,Racing Point,69,16,+1 Lap,0
12,27,Nico Hülkenberg,Renault,69,11,+1 Lap,0
13,20,Kevin Magnussen,Haas F1 Team,69,14,+1 Lap,0
14,3,Daniel Ricciardo,Renault,69,20,+1 Lap,0
15,26,Daniil Kvyat,Toro Rosso,68,13,+2 Laps,0
16,63,George Russell,Williams,68,15,+2 Laps,0
17,18,Lance Stroll,Racing Point,68,18,+2 Laps,0
18,99,Antonio Giovinazzi,Alfa Romeo,68,17,+2 Laps,0
19,88,Robert Kubica,Williams,67,19,+3 Laps,0
20,8,Romain Grosjean,Haas F1 Team,49,9,Water pressure,0
