position,number,driver,constructor,laps,grid,status,points
1,5,Michael Schumacher,Ferrari,54,1,Finished,10
2,7,Jean Alesi,Benetton,54,8,Finished,6
3,12,Giancarlo Fisichella,Jordan,54,6,Finished,4
4,4,Heinz-Harald Frentzen,Williams,54,4,Finished,3
5,16,Johnny Herbert,Sauber,54,13,Finished,2
6,15,Shinji Nakano,Prost,54,19,Finished,1
7,10,David Coulthard,McLaren,54,5,Finished,0
8,2,Pedro Diniz,Arrows,53,16,+1 Lap,0
9,1,Damon Hill,Arrows,53,15,+1 Lap,0
10,17,Gianni Morbidelli,Sauber,53,18,+1 Lap,0
11,14,Olivier Panis,Prost,51,10,Spun off,0
12,19,Mika Salo,Tyrrell,46,17,Engine,0
13,18,Jos Verstappen,Tyrrell,42,14,Gearbox,0
14,8,Alexander Wurz,Benetton,35,11,Transmission,0
15,22,Rubens Barrichello,Stewart,33,3,Gearbox,0
16,21,Jarno Trulli,Minardi,32,20,Engine,0
17,11,Ralf Schumacher,Jordan,14,7,Accident,0
18,20,Ukyo Katayama,Minardi,5,22,Spun off,0
19,3,Jacques Villeneuve,Williams,1,2,Accident,0
20,9,Mika Häkkinen,McLaren,0,9,Engine,0
21,6,Eddie Irvine,Ferrari,0,12,Accident,0
22,23,Jan Magnussen,Stewart,0,21,Spun off,0
