position,number,driver,constructor,Q1,Q2,Q3
1,5,Michael Schumacher,Ferrari,1:18.095,,
2,3,Jacques Villeneuve,Williams,1:18.108,,
3,22,Rubens Barrichello,Stewart,1:18.388,,
4,4,Heinz-Harald Frentzen,Williams,1:18.464,,
5,10,David Coulthard,McLaren,1:18.466,,
6,12,Giancarlo Fisichella,Jordan,1:18.750,,
7,11,Ralf Schumacher,Jordan,1:18.869,,
8,7,Jean Alesi,Benetton,1:18.899,,
9,9,Mika Häkkinen,McLaren,1:18.916,,
10,14,Olivier Panis,Prost,1:19.034,,
11,8,Alexander Wurz,Benetton,1:19.286,,
12,6,Eddie Irvine,Ferrari,1:19.503,,
13,16,Johnny Herbert,Sauber,1:19.622,,
14,19,Jos Verstappen,Tyrrell,1:20.102,,
15,1,Damon Hill,Arrows,1:20.129,,
16,2,Pedro Diniz,Arrows,1:20.175,,
17,18,Mika Salo,Tyrrell,1:20.336,,
18,17,Gianni Morbidelli,Sauber,1:20.357,,
19,15,Shinji Nakano,Prost,1:20.370,,
20,21,Jarno Trulli,Minardi,1:20.370,,
21,23,Jan Magnussen,Stewart,1:20.491,,
22,20,Ukyo Katayama,Minardi,1:21.034,,
