position,number,driver,constructor,Q1,Q2,Q3
1,0,Damon Hill,Williams,1:24.960,,
2,5,Michael Schumacher,Benetton,1:24.963,,
3,28,Gerhard Berger,Ferrari,1:24.980,,
4,27,Jean Alesi,Ferrari,1:25.541,,
5,7,Mika Häkkinen,McLaren,1:26.268,,
6,14,Rubens Barrichello,Jordan,1:26.271,,
7,2,David Coulthard,Williams,1:26.337,,
8,3,Ukyo Katayama,Tyrrell,1:26.414,,
9,8,Martin Brundle,McLaren,1:26.768,,
10,6,Jos Verstappen,Benetton,1:26.841,,
11,4,Mark Blundell,Tyrrell,1:26.920,,
12,15,Eddie Irvine,Jordan,1:27.065,,
13,30,Heinz-Harald Frentzen,Sauber,1:27.284,,
14,23,Pierluigi Martini,Minardi,1:27.522,,
15,26,Olivier Panis,Ligier,1:27.785,,
16,10,Gianni Morbidelli,Footwork,1:27.886,,
17,24,Michele Alboreto,Minardi,1:28.100,,
18,29,Andrea de Cesaris,Sauber,1:28.212,,
19,11,Alessandro Zanardi,Team Lotus,1:28.225,,
20,9,Christian Fittipaldi,Footwork,1:28.231,,
21,12,Johnny Herbert,Team Lotus,1:28.340,,
22,20,Érik Comas,Larrousse,1:28.519,,
23,25,Éric Bernard,Ligier,1:28.955,,
24,19,Olivier Beretta,Larrousse,1:29.299,,
25,31,David Brabham,Simtek,1:30.690,,
26,32,Jean-Marc Gounon,Simtek,1:30.722,,
