Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Benetton,66,6
2,Damon Hill,Williams,39,2
3,Jean Alesi,Ferrari,19,0
4,Gerhard Berger,Ferrari,17,0
5,Rubens Barrichello,Jordan,10,0
6,Mika Häkkinen,McLaren,8,0
7,Martin Brundle,McLaren,6,0
8,Nicola Larini,Ferrari,6,0
9,Heinz-Harald Frentzen,Sauber,5,0
10,Ukyo Katayama,Tyrrell,5,0
11,Mark Blundell,Tyrrell,4,0
12,Karl Wendlinger,Sauber,4,0
13,Andrea de Cesaris,Jordan,4,0
14,Pierluigi Martini,Minardi,4,0
15,David Coulthard,Williams,4,0
16,Christian Fittipaldi,Footwork,3,0
17,Jyrki Järvilehto,Benetton,1,0
18,Érik Comas,Larrousse,1,0
19,Michele Alboreto,Minardi,1,0
20,Eddie Irvine,Jordan,1,0
21,Johnny Herbert,Team Lotus,0,0
22,Olivier Panis,Ligier,0,0
23,Pedro Lamy,Team Lotus,0,0
24,Éric Bernard,Ligier,0,0
25,Olivier Beretta,Larrousse,0,0
26,Jos Verstappen,Benetton,0,0
27,Alessandro Zanardi,Team Lotus,0,0
28,Jean-Marc Gounon,Simtek,0,0
29,David Brabham,Simtek,0,0
30,Roland Ratzenberger,Simtek,0,0
