position,number,driver,constructor,Q1,Q2,Q3
1,5,Fernando Alonso,Renault,1:29.848,1:32.054,
2,1,Michael Schumacher,Ferrari,1:30.237,1:32.120,
3,16,Jarno Trulli,Toyota,1:29.993,1:32.667,
4,8,Nick Heidfeld,Williams,1:30.390,1:32.827,
5,7,Mark Webber,Williams,1:30.592,1:32.670,
6,17,Ralf Schumacher,Toyota,1:30.952,1:32.319,
7,15,Christian Klien,Red Bull,1:30.646,1:32.723,
8,10,Pedro de la Rosa,McLaren,1:30.725,1:32.648,
9,9,Kimi Räikkönen,McLaren,1:30.594,1:32.930,
10,6,Giancarlo Fisichella,Renault,1:30.445,1:33.320,
11,3,Jenson Button,BAR,1:30.957,1:33.391,
12,12,Felipe Massa,Sauber,1:30.933,1:34.269,
13,4,Takuma Sato,BAR,1:31.113,1:34.450,
14,14,David Coulthard,Red Bull,1:31.211,1:34.633,
15,2,Rubens Barrichello,Ferrari,1:31.826,1:35.867,
16,11,Jacques Villeneuve,Sauber,1:32.318,1:35.665,
17,18,Tiago Monteiro,Jordan,1:33.424,1:36.004,
18,19,Narain Karthikeyan,Jordan,1:33.190,1:36.953,
19,21,Christijan Albers,Minardi,1:34.005,1:36.417,
20,20,Patrick Friesacher,Minardi,1:34.848,1:36.413,
