Position,Driver,Constructor,Points,Wins
1,Sebastian Vettel,Ferrari,25,1
2,Lewis Hamilton,Mercedes,18,0
3,Valtteri Bottas,Mercedes,15,0
4,Kimi Räikkönen,Ferrari,12,0
5,Max Verstappen,Red Bull,10,0
6,Felipe Massa,Williams,8,0
7,Sergio Pérez,Force India,6,0
8,Carlos Sainz,Toro Rosso,4,0
9,Daniil Kvyat,Toro Rosso,2,0
10,Esteban Ocon,Force India,1,0
11,Nico Hülkenberg,Renault,0,0
12,Antonio Giovinazzi,Sauber,0,0
13,Stoffel Vandoorne,McLaren,0,0
14,Fernando Alonso,McLaren,0,0
15,Kevin Magnussen,Haas F1 Team,0,0
16,Lance Stroll,Williams,0,0
17,Daniel Ricciardo,Red Bull,0,0
18,Marcus Ericsson,Sauber,0,0
19,Jolyon Palmer,Renault,0,0
20,Romain Grosjean,Haas F1 Team,0,0
