position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:24.191,1:23.251,1:22.188
2,5,Sebastian Vettel,Ferrari,1:25.210,1:23.401,1:22.456
3,77,Valtteri Bottas,Mercedes,1:24.514,1:23.215,1:22.481
4,7,Kimi Räikkönen,Ferrari,1:24.352,1:23.376,1:23.033
5,33,Max Verstappen,Red Bull,1:24.482,1:24.092,1:23.485
6,8,Romain Grosjean,Haas F1 Team,1:25.419,1:24.718,1:24.074
7,19,Felipe Massa,Williams,1:25.099,1:24.597,1:24.443
8,55,Carlos Sainz,Toro Rosso,1:25.542,1:24.997,1:24.487
9,26,Daniil Kvyat,Toro Rosso,1:25.970,1:24.864,1:24.512
10,3,Daniel Ricciardo,Red Bull,1:25.383,1:23.989,
11,11,Sergio Pérez,Force India,1:25.064,1:25.081,
12,27,Nico Hülkenberg,Renault,1:24.975,1:25.091,
13,14,Fernando Alonso,McLaren,1:25.872,1:25.425,
14,31,Esteban Ocon,Force India,1:26.009,1:25.568,
15,9,Marcus Ericsson,Sauber,1:26.236,1:26.465,
16,36,Antonio Giovinazzi,Sauber,1:26.419,,
17,20,Kevin Magnussen,Haas F1 Team,1:26.847,,
18,2,Stoffel Vandoorne,McLaren,1:26.858,,
19,18,Lance Stroll,Williams,1:27.143,,
20,30,Jolyon Palmer,Renault,1:28.244,,
