position,number,driver,constructor,Q1,Q2,Q3
1,6,Mark Webber,Red Bull,1:21.412,1:20.655,1:19.995
2,5,Sebastian Vettel,Red Bull,1:21.680,1:20.772,1:20.101
3,2,Lewis Hamilton,McLaren,1:21.723,1:21.415,1:20.829
4,8,Fernando Alonso,Ferrari,1:21.957,1:21.549,1:20.937
5,1,Jenson Button,McLaren,1:21.915,1:21.168,1:20.991
6,3,Michael Schumacher,Mercedes,1:22.528,1:21.557,1:21.294
7,11,Robert Kubica,Renault,1:22.488,1:21.599,1:21.353
8,4,Nico Rosberg,Mercedes,1:22.419,1:21.867,1:21.408
9,7,Felipe Massa,Ferrari,1:22.564,1:21.841,1:21.585
10,23,Kamui Kobayashi,Sauber,1:22.577,1:21.725,1:21.984
11,14,Adrian Sutil,Force India,1:22.628,1:21.985,
12,22,Pedro de la Rosa,Sauber,1:22.211,1:22.026,
13,10,Nico Hülkenberg,Williams,1:22.857,1:22.131,
14,12,Vitaly Petrov,Renault,1:22.976,1:22.139,
15,16,Sébastien Buemi,Toro Rosso,1:22.699,1:22.191,
16,17,Jaime Alguersuari,Toro Rosso,1:22.593,1:22.207,
17,15,Vitantonio Liuzzi,Force India,1:23.084,1:22.854,
18,9,Rubens Barrichello,Williams,1:23.125,,
19,18,Jarno Trulli,Lotus,1:24.674,,
20,19,Heikki Kovalainen,Lotus,1:24.748,,
21,24,Timo Glock,Virgin,1:25.475,,
22,25,Lucas di Grassi,Virgin,1:25.556,,
23,20,Karun Chandhok,HRT,1:26.750,,
24,21,Bruno Senna,HRT,1:27.122,,
