position,number,driver,constructor,Q1,Q2,Q3
1,8,Mika Häkkinen,McLaren,1:41.838,,
2,7,David Coulthard,McLaren,1:42.347,,
3,1,Jacques Villeneuve,Williams,1:42.365,,
4,10,Ralf Schumacher,Jordan,1:42.994,,
5,9,Damon Hill,Jordan,1:43.183,,
6,4,Eddie Irvine,Ferrari,1:43.270,,
7,6,Alexander Wurz,Benetton,1:43.341,,
8,5,Giancarlo Fisichella,Benetton,1:43.369,,
9,3,Michael Schumacher,Ferrari,1:43.459,,
10,2,Heinz-Harald Frentzen,Williams,1:43.467,,
11,14,Jean Alesi,Sauber,1:43.663,,
12,15,Johnny Herbert,Sauber,1:44.599,,
13,16,Rubens Barrichello,Stewart,1:44.776,,
14,12,Jarno Trulli,Prost,1:44.844,,
15,21,Toranosuke Takagi,Tyrrell,1:44.961,,
16,11,Olivier Panis,Prost,1:45.197,,
17,17,Mika Salo,Arrows,1:45.276,,
18,16,Pedro Diniz,Arrows,1:45.588,,
19,19,Jos Verstappen,Stewart,1:45.623,,
20,22,Shinji Nakano,Minardi,1:46.713,,
21,23,Esteban Tuero,Minardi,1:47.265,,
