Position,Driver,Constructor,Points,Wins
1,Max Verstappen,Red Bull,281,9
2,Sergio Pérez,Red Bull,171,2
3,Fernando Alonso,Aston Martin,139,0
4,Lewis Hamilton,Mercedes,133,0
5,George Russell,Mercedes,90,0
6,Carlos Sainz,Ferrari,87,0
7,Charles Leclerc,Ferrari,80,0
8,Lando Norris,McLaren,60,0
9,Lance Stroll,Aston Martin,45,0
10,Esteban Ocon,Alpine F1 Team,31,0
11,Oscar Piastri,McLaren,27,0
12,Pierre Gasly,Alpine F1 Team,16,0
13,Alexander Albon,Williams,11,0
14,Nico Hülkenberg,Haas F1 Team,9,0
15,Valtteri Bottas,Alfa Romeo,5,0
16,Guanyu Zhou,Alfa Romeo,4,0
17,Yuki Tsunoda,AlphaTauri,2,0
18,Kevin Magnussen,Haas F1 Team,2,0
19,Logan Sargeant,Williams,0,0
20,Nyck de Vries,AlphaTauri,0,0
21,Daniel Ricciardo,AlphaTauri,0,0
