position,number,driver,constructor,Q1,Q2,Q3
1,7,Jarno Trulli,Renault,1:56.232,,
2,1,Michael Schumacher,Ferrari,1:56.304,,
3,8,Fernando Alonso,Renault,1:56.686,,
4,5,David Coulthard,McLaren,1:57.990,,
5,11,Giancarlo Fisichella,Sauber,1:58.040,,
6,2,Rubens Barrichello,Ferrari,1:58.175,,
7,14,Mark Webber,Jaguar,1:58.729,,
8,12,Felipe Massa,Sauber,1:59.008,,
9,17,Olivier Panis,Toyota,1:59.552,,
10,6,Kimi Räikkönen,McLaren,1:59.635,,
11,3,Juan Pablo Montoya,Williams,1:59.681,,
12,9,Jenson Button,BAR,2:00.237,,
13,15,Christian Klien,Jaguar,2:01.246,,
14,4,Antônio Pizzonia,Williams,2:01.447,,
15,10,Takuma Sato,BAR,2:01.813,,
16,18,Nick Heidfeld,Jordan,2:02.645,,
17,20,Gianmaria Bruni,Minardi,2:02.651,,
18,21,Zsolt Baumgartner,Minardi,2:03.303,,
19,19,Giorgio Pantano,Jordan,2:03.833,,
20,16,Ricardo Zonta,Toyota,2:03.895,,
