position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,58,1,Finished,25
2,2,Mark Webber,Red Bull,58,2,Finished,18
3,5,Fernando Alonso,Ferrari,58,5,Finished,15
4,3,Lewis Hamilton,McLaren,58,4,Finished,12
5,8,Nico Rosberg,Mercedes,58,3,Finished,10
6,4,Jenson Button,McLaren,58,6,Finished,8
7,9,Nick Heidfeld,Renault,58,9,Finished,6
8,10,Vitaly Petrov,Renault,58,7,Finished,4
9,18,Sébastien Buemi,Toro Rosso,58,16,Finished,2
10,16,Kamui Kobayashi,Sauber,58,24,Finished,1
11,6,Felipe Massa,Ferrari,58,10,Finished,0
12,7,Michael Schumacher,Mercedes,58,8,Finished,0
13,14,Adrian Sutil,Force India,57,12,+1 Lap,0
14,17,Sergio Pérez,Sauber,57,15,+1 Lap,0
15,11,Rubens Barrichello,Williams,57,11,+1 Lap,0
16,19,Jaime Alguersuari,Toro Rosso,57,17,+1 Lap,0
17,12,Pastor Maldonado,Williams,57,14,+1 Lap,0
18,21,Jarno Trulli,Lotus,57,19,+1 Lap,0
19,20,Heikki Kovalainen,Lotus,56,18,+2 Laps,0
20,25,Jérôme d'Ambrosio,Virgin,56,23,+2 Laps,0
21,22,Narain Karthikeyan,HRT,55,22,+3 Laps,0
22,23,Vitantonio Liuzzi,HRT,53,20,+5 Laps,0
23,15,Paul di Resta,Force India,44,13,Retired,0
24,24,Timo Glock,Virgin,0,21,Gearbox,0
