Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,54,4
2,Kimi Räikkönen,McLaren,51,1
3,Fernando Alonso,Renault,34,0
4,Ralf Schumacher,Williams,33,0
5,Juan Pablo Montoya,Williams,31,1
6,Rubens Barrichello,Ferrari,31,0
7,David Coulthard,McLaren,25,1
8,Jarno Trulli,Renault,13,0
9,Giancarlo Fisichella,Jordan,10,1
10,Jenson Button,BAR,8,0
11,Heinz-Harald Frentzen,Sauber,7,0
12,Mark Webber,Jaguar,6,0
13,Cristiano da Matta,Toyota,3,0
14,Jacques Villeneuve,BAR,3,0
15,Olivier Panis,Toyota,1,0
16,Nick Heidfeld,Sauber,1,0
17,Ralph Firman,Jordan,1,0
18,Antônio Pizzonia,Jaguar,0,0
19,Jos Verstappen,Minardi,0,0
20,Justin Wilson,Minardi,0,0
