Position,Driver,Constructor,Points,Wins
1,Jacques Villeneuve,Williams,30,3
2,Michael Schumacher,Ferrari,27,1
3,Olivier Panis,Prost,15,0
4,Eddie Irvine,Ferrari,14,0
5,David Coulthard,McLaren,11,1
6,Heinz-Harald Frentzen,Williams,10,1
7,Gerhard Berger,Benetton,10,0
8,Mika Häkkinen,McLaren,10,0
9,Jean Alesi,Benetton,7,0
10,Rubens Barrichello,Stewart,6,0
11,Johnny Herbert,Sauber,5,0
12,Ralf Schumacher,Jordan,4,0
13,Giancarlo Fisichella,Jordan,4,0
14,Mika Salo,Tyrrell,2,0
15,Nicola Larini,Sauber,1,0
16,Jan Magnussen,Stewart,0,0
17,Shinji Nakano,Prost,0,0
18,Jos Verstappen,Tyrrell,0,0
19,Jarno Trulli,Minardi,0,0
20,Ukyo Katayama,Minardi,0,0
21,Pedro Diniz,Arrows,0,0
22,Gianni Morbidelli,Sauber,0,0
23,Damon Hill,Arrows,0,0
