position,number,driver,constructor,laps,grid,status,points
1,3,Jacques Villeneuve,Williams,64,1,Finished,10
2,14,Olivier Panis,Prost,64,12,Finished,6
3,7,Jean Alesi,Benetton,64,4,Finished,4
4,5,Michael Schumacher,Ferrari,64,7,Finished,3
5,16,Johnny Herbert,Sauber,64,10,Finished,2
6,10,David Coulthard,McLaren,64,3,Finished,1
7,9,Mika Häkkinen,McLaren,64,5,Finished,0
8,4,Heinz-Harald Frentzen,Williams,64,2,Finished,0
9,12,Giancarlo Fisichella,Jordan,64,8,Finished,0
10,8,Gerhard Berger,Benetton,64,6,Finished,0
11,18,Jos Verstappen,Tyrrell,63,19,+1 Lap,0
12,6,Eddie Irvine,Ferrari,63,11,+1 Lap,0
13,23,Jan Magnussen,Stewart,63,22,+1 Lap,0
14,17,Gianni Morbidelli,Sauber,62,13,+2 Laps,0
15,21,Jarno Trulli,Minardi,62,18,+2 Laps,0
16,2,Pedro Diniz,Arrows,53,21,Engine,0
17,11,Ralf Schumacher,Jordan,50,9,Engine,0
18,22,Rubens Barrichello,Stewart,37,17,Engine,0
19,19,Mika Salo,Tyrrell,35,14,Puncture,0
20,15,Shinji Nakano,Prost,34,16,Gearbox,0
21,1,Damon Hill,Arrows,17,15,Engine,0
22,20,Ukyo Katayama,Minardi,11,20,Gearbox,0
