Position,Driver,Constructor,Points,Wins
1,Michael Schumacher,Ferrari,122,10
2,Rubens Barrichello,Ferrari,51,2
3,Juan Pablo Montoya,Williams,44,0
4,Ralf Schumacher,Williams,42,1
5,David Coulthard,McLaren,37,1
6,Kimi Räikkönen,McLaren,20,0
7,Jenson Button,Renault,11,0
8,Nick Heidfeld,Sauber,7,0
9,Giancarlo Fisichella,Jordan,7,0
10,Eddie Irvine,Jaguar,4,0
11,Jarno Trulli,Renault,4,0
12,Felipe Massa,Sauber,4,0
13,Jacques Villeneuve,BAR,3,0
14,Olivier Panis,BAR,2,0
15,Mark Webber,Minardi,2,0
16,Mika Salo,Toyota,2,0
17,Heinz-Harald Frentzen,Arrows,2,0
18,Allan McNish,Toyota,0,0
19,Alex Yoong,Minardi,0,0
20,Pedro de la Rosa,Jaguar,0,0
21,Takuma Sato,Jordan,0,0
22,Enrique Bernoldi,Arrows,0,0
