Position,Driver,Constructor,Points,Wins
1,Emerson Fittipaldi,Team Lotus,43,3
2,Jackie Stewart,Tyrrell,27,2
3,Denny Hulme,McLaren,21,1
4,Jacky Ickx,Ferrari,16,0
5,Peter Revson,McLaren,10,0
6,Jean-Pierre Beltoise,BRM,9,1
7,François Cevert,Tyrrell,9,0
8,Chris Amon,Matra,9,0
9,Clay Regazzoni,Ferrari,7,0
10,Ronnie Peterson,March,5,0
11,Mike Hailwood,Surtees,4,0
12,Andrea de Adamich,Surtees,3,0
13,Mario Andretti,Ferrari,3,0
14,Carlos Pace,March,3,0
15,Tim Schenken,Surtees,2,0
16,Brian Redman,McLaren,2,0
17,Graham Hill,Brabham,1,0
18,Arturo Merzario,Ferrari,1,0
19,Wilson Fittipaldi,Brabham,0,0
20,Carlos Reutemann,Brabham,0,0
21,Niki Lauda,March,0,0
22,Howden Ganley,BRM,0,0
23,Helmut Marko,BRM,0,0
24,Henri Pescarolo,March,0,0
25,David Walker,Team Lotus,0,0
26,Rolf Stommelen,March,0,0
27,Mike Beuttler,March,0,0
28,Nanni Galli,Tecno,0,0
29,John Love,Surtees,0,0
30,Reine Wisell,BRM,0,0
