lap,position,driver,time
1,1,piastri,1:26.746
1,2,max_verstappen,1:28.336
1,3,norris,1:29.389
1,4,hamilton,1:30.241
1,5,leclerc,1:31.218
1,6,alonso,1:31.876
1,7,sainz,1:32.367
1,8,stroll,1:32.820
1,9,albon,1:33.240
1,10,kevin_magnussen,1:33.837
1,11,ricciardo,1:34.329
1,12,tsunoda,1:35.046
1,13,bottas,1:35.430
1,14,hulkenberg,1:35.921
1,15,ocon,1:36.411
1,16,russell,1:36.915
1,17,perez,1:37.441
1,18,sargeant,1:37.623
1,19,zhou,1:37.963
1,20,gasly,1:38.598
2,1,piastri,1:24.038
2,2,max_verstappen,1:24.026
2,3,norris,1:24.240
2,4,hamilton,1:24.832
2,5,leclerc,1:25.076
2,6,alonso,1:26.085
2,7,sainz,1:26.038
2,8,stroll,1:26.376
2,9,albon,1:26.441
2,10,kevin_magnussen,1:26.680
2,11,ricciardo,1:26.602
2,12,tsunoda,1:26.461
2,13,bottas,1:26.578
2,14,ocon,1:26.711
2,15,russell,1:26.918
2,16,sargeant,1:26.841
2,17,hulkenberg,1:28.821
2,18,perez,1:27.372
2,19,zhou,1:27.425
2,20,gasly,1:27.321
3,1,piastri,1:24.401
3,2,max_verstappen,1:24.075
3,3,norris,1:24.393
3,4,hamilton,1:24.679
3,5,leclerc,1:24.647
3,6,sainz,1:24.871
3,7,alonso,1:26.908
3,8,stroll,1:26.471
3,9,albon,1:26.583
3,10,kevin_magnussen,1:26.600
3,11,ricciardo,1:26.545
3,12,tsunoda,1:26.681
3,13,bottas,1:26.586
3,14,ocon,1:26.303
3,15,russell,1:26.012
3,16,sargeant,1:25.954
3,17,perez,1:26.051
3,18,zhou,1:26.130
3,19,gasly,1:26.056
3,20,hulkenberg,1:41.266
4,1,piastri,1:24.115
4,2,norris,1:23.627
4,3,max_verstappen,1:26.075
4,4,hamilton,1:24.279
4,5,leclerc,1:24.546
4,6,sainz,1:25.043
4,7,alonso,1:26.009
4,8,stroll,1:26.069
4,9,albon,1:25.933
4,10,kevin_magnussen,1:25.911
4,11,ricciardo,1:26.208
4,12,tsunoda,1:26.192
4,13,bottas,1:26.343
4,14,ocon,1:26.415
4,15,russell,1:26.339
4,16,sargeant,1:26.265
4,17,perez,1:26.364
4,18,zhou,1:26.361
4,19,gasly,1:26.409
4,20,hulkenberg,1:23.509
5,1,piastri,1:23.796
5,2,norris,1:23.804
5,3,max_verstappen,1:23.979
5,4,hamilton,1:24.001
5,5,leclerc,1:24.112
5,6,sainz,1:24.520
5,7,alonso,1:25.978
5,8,stroll,1:25.926
5,9,albon,1:26.179
5,10,kevin_magnussen,1:26.149
5,11,ricciardo,1:26.010
5,12,tsunoda,1:25.887
5,13,bottas,1:26.207
5,14,ocon,1:26.158
5,15,russell,1:26.217
5,16,sargeant,1:26.475
5,17,perez,1:26.461
5,18,zhou,1:26.498
5,19,gasly,1:26.594
5,20,hulkenberg,1:24.206
6,1,piastri,1:23.846
6,2,norris,1:24.045
6,3,max_verstappen,1:24.255
6,4,hamilton,1:24.154
6,5,leclerc,1:24.119
6,6,sainz,1:24.526
6,7,alonso,1:25.854
6,8,stroll,1:25.838
6,9,ricciardo,1:25.717
6,10,tsunoda,1:26.079
6,11,albon,1:28.058
6,12,bottas,1:26.020
6,13,kevin_magnussen,1:28.066
6,14,russell,1:25.967
6,15,sargeant,1:26.082
6,16,perez,1:26.010
6,17,zhou,1:25.991
6,18,ocon,1:28.553
6,19,gasly,1:26.140
6,20,hulkenberg,1:24.687
7,1,piastri,1:24.110
7,2,norris,1:24.085
7,3,max_verstappen,1:24.380
7,4,hamilton,1:24.193
7,5,leclerc,1:24.025
7,6,sainz,1:24.049
7,7,stroll,1:24.814
7,8,alonso,1:26.161
7,9,tsunoda,1:24.546
7,10,ricciardo,1:26.300
7,11,bottas,1:24.968
7,12,russell,1:24.569
7,13,sargeant,1:25.070
7,14,perez,1:25.240
7,15,gasly,1:25.505
7,16,zhou,1:28.146
7,17,hulkenberg,1:25.002
7,18,albon,1:42.198
7,19,kevin_magnussen,1:42.430
7,20,ocon,1:41.761
8,1,piastri,1:23.892
8,2,norris,1:24.027
8,3,max_verstappen,1:24.292
8,4,hamilton,1:24.235
8,5,leclerc,1:24.381
8,6,sainz,1:24.408
8,7,stroll,1:24.400
8,8,tsunoda,1:24.629
8,9,bottas,1:25.188
8,10,russell,1:25.157
8,11,perez,1:25.051
8,12,sargeant,1:27.436
8,13,gasly,1:25.890
8,14,hulkenberg,1:24.829
8,15,alonso,1:43.292
8,16,albon,1:24.624
8,17,kevin_magnussen,1:24.576
8,18,ricciardo,1:43.084
8,19,ocon,1:24.287
8,20,zhou,1:42.412
9,1,piastri,1:24.206
9,2,norris,1:24.225
9,3,max_verstappen,1:24.444
9,4,hamilton,1:24.366
9,5,leclerc,1:24.308
9,6,sainz,1:24.290
9,7,stroll,1:24.601
9,8,tsunoda,1:24.541
9,9,bottas,1:24.876
9,10,russell,1:24.836
9,11,perez,1:24.197
9,12,gasly,1:25.410
9,13,hulkenberg,1:25.234
9,14,alonso,1:24.968
9,15,albon,1:24.892
9,16,kevin_magnussen,1:24.852
9,17,ricciardo,1:24.708
9,18,ocon,1:24.609
9,19,sargeant,1:42.746
9,20,zhou,1:24.849
10,1,piastri,1:24.257
10,2,norris,1:24.508
10,3,max_verstappen,1:24.514
10,4,hamilton,1:24.632
10,5,leclerc,1:24.604
10,6,sainz,1:24.606
10,7,stroll,1:24.929
10,8,tsunoda,1:24.695
10,9,bottas,1:25.010
10,10,russell,1:25.057
10,11,perez,1:24.847
10,12,gasly,1:25.164
10,13,hulkenberg,1:24.978
10,14,alonso,1:25.175
10,15,albon,1:25.111
10,16,kevin_magnussen,1:25.029
10,17,ricciardo,1:25.145
10,18,ocon,1:25.061
10,19,sargeant,1:24.838
10,20,zhou,1:24.932
11,1,piastri,1:24.062
11,2,norris,1:24.245
11,3,max_verstappen,1:24.374
11,4,hamilton,1:24.379
11,5,leclerc,1:24.632
11,6,sainz,1:24.663
11,7,stroll,1:24.764
11,8,tsunoda,1:24.638
11,9,bottas,1:25.150
11,10,russell,1:25.248
11,11,perez,1:25.013
11,12,gasly,1:26.461
11,13,hulkenberg,1:24.786
11,14,alonso,1:24.631
11,15,albon,1:24.572
11,16,kevin_magnussen,1:24.836
11,17,ricciardo,1:24.905
11,18,ocon,1:24.861
