Position,Driver,Constructor,Points,Wins
1,Jack Brabham,Cooper-Climax,19,1
2,Tony Brooks,Ferrari,14,1
3,Phil Hill,Ferrari,9,0
4,Jo Bonnier,BRM,8,1
5,Rodger Ward,Watson,8,1
6,Jim Rathmann,Watson,6,0
7,Johnny Thomson,Lesovsky,5,0
8,Maurice Trintignant,Cooper-Climax,4,0
9,Masten Gregory,Cooper-Climax,4,0
10,Bruce McLaren,Cooper-Climax,4,0
11,Innes Ireland,Team Lotus,3,0
12,Tony Bettenhausen,Epperly,3,0
13,Olivier Gendebien,Ferrari,3,0
14,Jean Behra,Ferrari,2,0
15,Paul Goldsmith,Epperly,2,0
16,Stirling Moss,Cooper-Climax,2,0
17,Ron Flockhart,BRM,0,0
18,Roy Salvadori,Cooper-Maserati,0,0
19,Johnny Boyd,Epperly,0,0
20,Harry Schell,BRM,0,0
21,Graham Hill,Team Lotus,0,0
22,Duane Carter,Kurtis Kraft,0,0
23,Giorgio Scarlatti,Maserati,0,0
24,Eddie Johnson,Kurtis Kraft,0,0
25,Carel Godin de Beaufort,Porsche,0,0
26,Cliff Allison,Ferrari,0,0
27,Paul Russo,Kurtis Kraft,0,0
28,Fritz d'Orey,Maserati,0,0
29,Anthony Foyt,Kuzma,0,0
30,Gene Hartley,Kuzma,0,0
