Position,Driver,Constructor,Points,Wins
1,Kimi Räikkönen,McLaren,24,1
2,David Coulthard,McLaren,15,1
3,Fernando Alonso,Renault,14,0
4,Giancarlo Fisichella,Jordan,10,1
5,Jarno Trulli,Renault,9,0
6,Juan Pablo Montoya,Williams,8,0
7,Rubens Barrichello,Ferrari,8,0
8,Michael Schumacher,Ferrari,8,0
9,Ralf Schumacher,Williams,8,0
10,Heinz-Harald Frentzen,Sauber,7,0
11,Jacques Villeneuve,BAR,3,0
12,Jenson Button,BAR,2,0
13,Nick Heidfeld,Sauber,1,0
14,Mark Webber,Jaguar,0,0
15,Cristiano da Matta,Toyota,0,0
16,Ralph Firman,Jordan,0,0
17,Jos Verstappen,Minardi,0,0
