position,number,driver,constructor,Q1,Q2,Q3
1,2,Rubens Barrichello,Ferrari,1:13.807,,
2,5,David Coulthard,McLaren,1:13.818,,
3,14,Mark Webber,Jaguar,1:13.851,,
4,6,Kimi Räikkönen,McLaren,1:13.866,,
5,7,Jarno Trulli,Renault,1:13.953,,
6,4,Ralf Schumacher,Williams,1:14.124,,
7,1,Michael Schumacher,Ferrari,1:14.130,,
8,11,Giancarlo Fisichella,Jordan,1:14.191,,
9,3,Juan Pablo Montoya,Williams,1:14.223,,
10,8,Fernando Alonso,Renault,1:14.384,,
11,17,Jenson Button,BAR,1:14.504,,
12,9,Nick Heidfeld,Sauber,1:14.631,,
13,16,Jacques Villeneuve,BAR,1:14.668,,
14,10,Heinz-Harald Frentzen,Sauber,1:14.839,,
15,20,Olivier Panis,Toyota,1:14.839,,
16,12,Ralph Firman,Jordan,1:15.240,,
17,15,Antônio Pizzonia,Jaguar,1:15.317,,
18,21,Cristiano da Matta,Toyota,1:15.641,,
19,19,Jos Verstappen,Minardi,1:16.542,,
20,18,Justin Wilson,Minardi,1:16.586,,
