position,number,driver,constructor,Q1,Q2,Q3
1,1,Lewis Hamilton,McLaren,1:39.873,1:39.695,1:40.948
2,15,Sebastian Vettel,Red Bull,1:40.666,1:39.984,1:41.615
3,14,Mark Webber,Red Bull,1:40.667,1:40.272,1:41.726
4,23,Rubens Barrichello,Brawn,1:40.574,1:40.421,1:41.786
5,22,Jenson Button,Brawn,1:40.378,1:40.148,1:41.892
6,9,Jarno Trulli,Toyota,1:40.517,1:40.373,1:41.897
7,5,Robert Kubica,BMW Sauber,1:40.520,1:40.545,1:41.992
8,6,Nick Heidfeld,BMW Sauber,1:40.558,1:40.635,1:42.343
9,16,Nico Rosberg,Williams,1:40.842,1:40.661,1:42.583
10,12,Sébastien Buemi,Toro Rosso,1:40.908,1:40.430,1:42.713
11,4,Kimi Räikkönen,Ferrari,1:41.100,1:40.726,
12,10,Kamui Kobayashi,Toyota,1:41.035,1:40.777,
13,2,Heikki Kovalainen,McLaren,1:40.808,1:40.983,
14,17,Kazuki Nakajima,Williams,1:41.096,1:41.148,
15,11,Jaime Alguersuari,Toro Rosso,1:41.503,1:41.689,
16,7,Fernando Alonso,Renault,1:41.667,,
17,21,Vitantonio Liuzzi,Force India,1:41.701,,
18,20,Adrian Sutil,Force India,1:41.836,,
19,8,Romain Grosjean,Renault,1:41.950,,
20,3,Giancarlo Fisichella,Ferrari,1:42.184,,
