position,number,driver,constructor,laps,grid,status,points
1,15,Sebastian Vettel,Red Bull,55,2,Finished,10
2,14,Mark Webber,Red Bull,55,3,Finished,8
3,22,Jenson Button,Brawn,55,5,Finished,6
4,23,Rubens Barrichello,Brawn,55,4,Finished,5
5,6,Nick Heidfeld,BMW Sauber,55,8,Finished,4
6,10,Kamui Kobayashi,Toyota,55,12,Finished,3
7,9,Jarno Trulli,Toyota,55,6,Finished,2
8,12,Sébastien Buemi,Toro Rosso,55,10,Finished,1
9,16,Nico Rosberg,Williams,55,9,Finished,0
10,5,Robert Kubica,BMW Sauber,55,7,Finished,0
11,2,Heikki Kovalainen,McLaren,55,18,Finished,0
12,4,Kimi Räikkönen,Ferrari,55,11,Finished,0
13,17,Kazuki Nakajima,Williams,55,13,Finished,0
14,7,Fernando Alonso,Renault,55,15,Finished,0
15,21,Vitantonio Liuzzi,Force India,55,16,Finished,0
16,3,Giancarlo Fisichella,Ferrari,54,20,+1 Lap,0
17,20,Adrian Sutil,Force India,54,17,+1 Lap,0
18,8,Romain Grosjean,Renault,54,19,+1 Lap,0
19,1,Lewis Hamilton,McLaren,20,1,Brakes,0
20,11,Jaime Alguersuari,Toro Rosso,18,14,Gearbox,0
