position,number,driver,constructor,Q1,Q2,Q3
1,4,Lewis Hamilton,McLaren,1:22.583,1:22.465,1:21.707
2,18,Pastor Maldonado,Williams,1:23.380,1:22.105,1:22.285
3,5,Fernando Alonso,Ferrari,1:23.276,1:22.862,1:22.302
4,10,Romain Grosjean,Lotus F1,1:23.248,1:22.667,1:22.424
5,9,Kimi Räikkönen,Lotus F1,1:23.406,1:22.856,1:22.487
6,15,Sergio Pérez,Sauber,1:24.261,1:22.773,1:22.533
7,8,Nico Rosberg,Mercedes,1:23.370,1:22.882,1:23.005
8,1,Sebastian Vettel,Red Bull,1:23.850,1:22.884,
9,7,Michael Schumacher,Mercedes,1:23.757,1:22.904,
10,14,Kamui Kobayashi,Sauber,1:23.386,1:22.897,
11,3,Jenson Button,McLaren,1:23.510,1:22.944,
12,2,Mark Webber,Red Bull,1:23.592,1:22.977,
13,11,Paul di Resta,Force India,1:23.852,1:23.125,
14,12,Nico Hülkenberg,Force India,1:23.720,1:23.177,
15,17,Jean-Éric Vergne,Toro Rosso,1:24.362,1:23.265,
16,16,Daniel Ricciardo,Toro Rosso,1:23.906,1:23.442,
17,6,Felipe Massa,Ferrari,1:23.886,1:23.444,
18,19,Bruno Senna,Williams,1:24.981,,
19,21,Vitaly Petrov,Caterham,1:25.277,,
20,20,Heikki Kovalainen,Caterham,1:25.507,,
21,25,Charles Pic,Marussia,1:26.582,,
22,24,Timo Glock,Marussia,1:27.032,,
23,22,Pedro de la Rosa,HRT,1:27.555,,
24,23,Narain Karthikeyan,HRT,1:31.122,,
