Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Mercedes,19,2
2,Maurice Trintignant,Ferrari,11.33,1
3,Nino Farina,Ferrari,10.33,0
4,Bob Sweikert,Kurtis Kraft,8,1
5,Stirling Moss,Mercedes,7,0
6,Eugenio Castellotti,Lancia,6,0
7,Jimmy Davies,Kurtis Kraft,4,0
8,Tony Bettenhausen,Kurtis Kraft,3,0
9,Paul Russo,Kurtis Kraft,3,0
10,Jean Behra,Maserati,3,0
11,Paul Frère,Ferrari,3,0
12,Johnny Thomson,Kuzma,3,0
13,Roberto Mieres,Maserati,3,0
14,José Froilán González,Ferrari,2,0
15,Cesare Perdisa,Maserati,2,0
16,Luigi Villoresi,Lancia,2,0
17,Umberto Maglioli,Ferrari,1.33,0
18,Karl Kling,Mercedes,1,0
19,Hans Herrmann,Mercedes,1,0
20,Walt Faulkner,Kurtis Kraft,1,0
21,Bill Homeier,Kurtis Kraft,1,0
22,Bill Vukovich,Kurtis Kraft,1,0
23,Harry Schell,Maserati,0,0
24,Louis Chiron,Lancia,0,0
25,Andy Linden,Kurtis Kraft,0,0
26,Luigi Musso,Maserati,0,0
27,Sergio Mantovani,Maserati,0,0
28,Al Herman,Kurtis Kraft,0,0
29,Jacques Pollet,Gordini,0,0
30,Piero Taruffi,Ferrari,0,0
