Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,88,3
2,Valtteri Bottas,Mercedes,58,1
3,Max Verstappen,Red Bull,52,0
4,Lando Norris,McLaren,36,0
5,Charles Leclerc,Ferrari,33,0
6,Alexander Albon,Red Bull,26,0
7,Sergio Pérez,Racing Point,22,0
8,Lance Stroll,Racing Point,20,0
9,Daniel Ricciardo,Renault,20,0
10,Carlos Sainz,McLaren,15,0
11,Esteban Ocon,Renault,12,0
12,Pierre Gasly,AlphaTauri,12,0
13,Sebastian Vettel,Ferrari,10,0
14,Antonio Giovinazzi,Alfa Romeo,2,0
15,Daniil Kvyat,AlphaTauri,1,0
16,Kevin Magnussen,Haas F1 Team,1,0
17,Nicholas Latifi,Williams,0,0
18,Kimi Räikkönen,Alfa Romeo,0,0
19,George Russell,Williams,0,0
20,Romain Grosjean,Haas F1 Team,0,0
21,Nico Hülkenberg,Racing Point,0,0
