position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:22.318,1:28.166,1:25.425
2,10,Lewis Hamilton,Mercedes,1:23.801,1:27.649,1:25.512
3,17,Valtteri Bottas,Williams,1:23.446,1:28.419,1:25.897
4,9,Nico Rosberg,Mercedes,1:23.840,1:28.420,1:26.008
5,2,Mark Webber,Red Bull,1:23.247,1:28.145,1:26.208
6,3,Fernando Alonso,Ferrari,1:23.224,1:28.788,1:26.504
7,18,Jean-Éric Vergne,Toro Rosso,1:24.159,1:28.527,1:26.543
8,15,Adrian Sutil,Force India,1:24.551,1:28.799,1:27.348
9,7,Kimi Räikkönen,Lotus F1,1:24.451,1:28.667,1:27.432
10,19,Daniel Ricciardo,Toro Rosso,1:24.770,1:29.359,1:27.946
11,11,Nico Hülkenberg,Sauber,1:23.899,1:29.435,
12,6,Sergio Pérez,McLaren,1:24.176,1:29.761,
13,16,Pastor Maldonado,Williams,1:24.776,1:29.917,
14,5,Jenson Button,McLaren,1:24.021,1:30.068,
15,12,Esteban Gutiérrez,Sauber,1:24.408,1:30.315,
16,4,Felipe Massa,Ferrari,1:23.735,1:30.354,
17,14,Paul di Resta,Force India,1:24.908,,
18,20,Charles Pic,Caterham,1:25.626,,
19,8,Romain Grosjean,Lotus F1,1:25.716,,
20,22,Jules Bianchi,Marussia,1:26.508,,
21,23,Max Chilton,Marussia,1:27.062,,
22,21,Giedo van der Garde,Caterham,1:27.110,,
