position,number,driver,constructor,laps,grid,status,points
1,1,Sebastian Vettel,Red Bull,70,1,Finished,25
2,3,Fernando Alonso,Ferrari,70,6,Finished,18
3,10,Lewis Hamilton,Mercedes,70,2,Finished,15
4,2,Mark Webber,Red Bull,70,5,Finished,12
5,9,Nico Rosberg,Mercedes,70,4,Finished,10
6,18,Jean-Éric Vergne,Toro Rosso,69,7,+1 Lap,8
7,14,Paul di Resta,Force India,69,17,+1 Lap,6
8,4,Felipe Massa,Ferrari,69,16,+1 Lap,4
9,7,Kimi Räikkönen,Lotus F1,69,10,+1 Lap,2
10,15,Adrian Sutil,Force India,69,8,+1 Lap,1
11,6,Sergio Pérez,McLaren,69,12,+1 Lap,0
12,5,Jenson Button,McLaren,69,14,+1 Lap,0
13,8,Romain Grosjean,Lotus F1,69,22,+1 Lap,0
14,17,Valtteri Bottas,Williams,69,3,+1 Lap,0
15,19,Daniel Ricciardo,Toro Rosso,68,11,+2 Laps,0
16,16,Pastor Maldonado,Williams,68,13,+2 Laps,0
17,22,Jules Bianchi,Marussia,68,19,+2 Laps,0
18,20,Charles Pic,Caterham,67,18,+3 Laps,0
19,23,Max Chilton,Marussia,67,20,+3 Laps,0
20,12,Esteban Gutiérrez,Sauber,63,15,Accident,0
21,11,Nico Hülkenberg,Sauber,45,9,Collision,0
22,21,Giedo van der Garde,Caterham,43,21,Collision,0
