position,number,driver,constructor,laps,grid,status,points
1,38,Mike Hawthorn,Ferrari,80,3,Finished,8
2,14,Luigi Musso,Maserati,80,7,Finished,6
3,2,Juan Fangio,Mercedes,79,2,+1 Lap,4
4,10,Roberto Mieres,Maserati,79,11,+1 Lap,3
5,4,Karl Kling,Mercedes,79,12,+4 Laps,2
6,16,Paco Godia,Maserati,76,13,+4 Laps,0
7,26,Louis Rosier,Maserati,74,20,+6 Laps,0
8,28,Ken Wharton,Maserati,74,14,+6 Laps,0
9,18,Prince Bira,Maserati,68,15,+12 Laps,0
10,12,Sergio Mantovani,Maserati,58,10,Brakes,0
11,22,Toulo de Graffenried,Maserati,57,21,Engine,0
11,22,Ottorino Volonterio,Maserati,57,21,Engine,0
12,6,Hans Herrmann,Mercedes,50,9,Injection,0
13,40,Maurice Trintignant,Ferrari,47,8,Gearbox,0
14,48,Jacques Pollet,Gordini,37,16,Engine,0
15,24,Harry Schell,Maserati,29,4,Transmission,0
16,8,Stirling Moss,Maserati,20,6,Oil pump,0
17,46,Jean Behra,Gordini,17,18,Brakes,0
18,30,Jacques Swaters,Ferrari,16,19,Engine,0
19,34,Alberto Ascari,Lancia,10,1,Clutch,1
20,36,Luigi Villoresi,Lancia,2,5,Brakes,0
21,20,Robert Manzon,Ferrari,2,17,Engine,0
22,42,Peter Collins,Vanwall,0,0,Accident,0
