Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,42,6
2,José Froilán González,Ferrari,25.14,1
3,Mike Hawthorn,Ferrari,24.64,1
4,Maurice Trintignant,Ferrari,17,0
5,Karl Kling,Mercedes,12,0
6,Bill Vukovich,Kurtis Kraft,8,1
7,Hans Herrmann,Mercedes,8,0
8,Nino Farina,Ferrari,6,0
9,Luigi Musso,Maserati,6,0
10,Jimmy Bryan,Kuzma,6,0
11,Roberto Mieres,Maserati,6,0
12,Jack McGrath,Kurtis Kraft,5,0
13,Onofre Marimón,Maserati,4.14,0
14,Robert Manzon,Ferrari,4,0
15,Stirling Moss,Maserati,4,0
16,Sergio Mantovani,Maserati,4,0
17,Prince Bira,Maserati,3,0
18,Umberto Maglioli,Ferrari,2,0
19,André Pilette,Gordini,2,0
20,Luigi Villoresi,Maserati,2,0
21,Élie Bayol,Gordini,2,0
22,Mike Nazaruk,Kurtis Kraft,2,0
23,Duane Carter,Kurtis Kraft,1.5,0
24,Troy Ruttman,Kurtis Kraft,1.5,0
25,Alberto Ascari,Maserati,1,0
26,Harry Schell,Maserati,0,0
27,Ken Wharton,Maserati,0,0
28,Jean Behra,Gordini,0,0
29,Fred Wacker,Gordini,0,0
30,Fred Agabashian,Kurtis Kraft,0,0
