position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:33.750,1:33.160,1:32.029
2,5,Sebastian Vettel,Ferrari,1:33.766,1:33.782,1:32.041
3,33,Max Verstappen,Red Bull,1:33.549,1:33.120,1:32.096
4,16,Charles Leclerc,Ferrari,1:33.988,1:32.760,1:32.137
5,44,Lewis Hamilton,Mercedes,1:33.454,1:33.045,1:32.321
6,23,Alexander Albon,Red Bull,1:33.984,1:32.898,1:32.548
7,55,Carlos Sainz,McLaren,1:33.916,1:33.422,1:32.847
8,4,Lando Norris,McLaren,1:33.353,1:33.316,1:33.175
9,3,Daniel Ricciardo,Renault,1:33.835,1:33.608,1:33.488
10,10,Pierre Gasly,Toro Rosso,1:33.556,1:33.715,1:33.601
11,27,Nico Hülkenberg,Renault,1:34.092,1:33.815,
12,20,Kevin Magnussen,Haas F1 Team,1:33.812,1:33.979,
13,26,Daniil Kvyat,Toro Rosso,1:34.138,1:33.989,
14,18,Lance Stroll,Racing Point,1:33.921,1:34.100,
15,8,Romain Grosjean,Haas F1 Team,1:34.161,1:34.158,
16,99,Antonio Giovinazzi,Alfa Romeo,1:34.226,,
17,7,Kimi Räikkönen,Alfa Romeo,1:34.369,,
18,63,George Russell,Williams,1:35.372,,
19,11,Sergio Pérez,Racing Point,1:35.808,,
20,88,Robert Kubica,Williams,1:35.889,,
