position,number,driver,constructor,Q1,Q2,Q3
1,16,Charles Leclerc,Ferrari,1:28.495,1:28.046,1:27.866
2,5,Sebastian Vettel,Ferrari,1:28.733,1:28.356,1:28.160
3,44,Lewis Hamilton,Mercedes,1:29.262,1:28.578,1:28.190
4,77,Valtteri Bottas,Mercedes,1:29.498,1:28.830,1:28.256
5,33,Max Verstappen,Red Bull,1:29.579,1:29.109,1:28.752
6,20,Kevin Magnussen,Haas F1 Team,1:29.532,1:29.017,1:28.757
7,55,Carlos Sainz,McLaren,1:29.528,1:29.055,1:28.813
8,8,Romain Grosjean,Haas F1 Team,1:29.688,1:29.249,1:29.015
9,7,Kimi Räikkönen,Alfa Romeo,1:29.959,1:29.471,1:29.022
10,4,Lando Norris,McLaren,1:29.381,1:29.258,1:29.043
11,3,Daniel Ricciardo,Renault,1:29.859,1:29.488,
12,23,Alexander Albon,Toro Rosso,1:29.514,1:29.513,
13,10,Pierre Gasly,Red Bull,1:29.900,1:29.526,
14,11,Sergio Pérez,Racing Point,1:29.893,1:29.756,
15,26,Daniil Kvyat,Toro Rosso,1:29.876,1:29.854,
16,99,Antonio Giovinazzi,Alfa Romeo,1:30.026,,
17,27,Nico Hülkenberg,Renault,1:30.034,,
18,18,Lance Stroll,Racing Point,1:30.217,,
19,63,George Russell,Williams,1:31.759,,
20,88,Robert Kubica,Williams,1:31.799,,
