position,number,driver,constructor,laps,grid,status,points
1,1,Michael Schumacher,Ferrari,36,3,Finished,10
2,4,David Coulthard,McLaren,36,9,Finished,6
3,7,Giancarlo Fisichella,Benetton,36,8,Finished,4
4,3,Mika Häkkinen,McLaren,36,7,Finished,3
5,2,Rubens Barrichello,Ferrari,36,5,Finished,2
6,12,Jean Alesi,Jordan,36,13,Finished,1
7,5,Ralf Schumacher,Williams,36,2,Finished,0
8,10,Jacques Villeneuve,BAR,36,6,Finished,0
9,22,Heinz-Harald Frentzen,Prost,35,4,+1 Lap,0
10,14,Jos Verstappen,Arrows,35,19,+1 Lap,0
11,9,Olivier Panis,BAR,35,11,+1 Lap,0
12,15,Enrique Bernoldi,Arrows,35,21,+1 Lap,0
13,20,Tarso Marques,Minardi,31,22,+5 Laps,0
14,11,Jarno Trulli,Jordan,31,16,Engine,0
15,8,Jenson Button,Benetton,17,15,Spun off,0
16,6,Juan Pablo Montoya,Williams,1,1,Engine,0
17,19,Pedro de la Rosa,Jaguar,1,10,Collision,0
18,16,Nick Heidfeld,Sauber,0,14,Collision,0
19,17,Kimi Räikkönen,Sauber,0,12,Transmission,0
20,18,Eddie Irvine,Jaguar,0,17,Collision,0
21,23,Luciano Burti,Prost,0,18,Collision,0
22,21,Fernando Alonso,Minardi,0,20,Gearbox,0
