position,number,driver,constructor,Q1,Q2,Q3
1,5,Damon Hill,Williams,1:16.982,,
2,6,David Coulthard,Williams,1:17.366,,
3,1,Michael Schumacher,Benetton,1:17.558,,
4,28,Gerhard Berger,Ferrari,1:18.059,,
5,8,Mika Häkkinen,McLaren,1:18.363,,
6,27,Jean Alesi,Ferrari,1:18.968,,
7,15,Eddie Irvine,Jordan,1:19.499,,
8,25,Martin Brundle,Ligier,1:19.748,,
9,2,Johnny Herbert,Benetton,1:20.072,,
10,26,Olivier Panis,Ligier,1:20.160,,
11,30,Heinz-Harald Frentzen,Sauber,1:20.413,,
12,24,Luca Badoer,Minardi,1:20.543,,
13,7,Mark Blundell,McLaren,1:20.640,,
14,14,Rubens Barrichello,Jordan,1:20.902,,
15,23,Pedro Lamy,Minardi,1:21.156,,
16,4,Mika Salo,Tyrrell,1:21.624,,
17,3,Ukyo Katayama,Tyrrell,1:21.702,,
18,10,Taki Inoue,Footwork,1:22.081,,
19,29,Jean-Christophe Boullion,Sauber,1:22.161,,
20,9,Massimiliano Papis,Footwork,1:23.275,,
21,22,Roberto Moreno,Forti,1:24.351,,
22,17,Andrea Montermini,Pacific,1:24.371,,
23,21,Pedro Diniz,Forti,1:24.695,,
24,16,Giovanni Lavaggi,Pacific,1:26.570,,
