position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:33.302,1:22.806,1:19.965
2,44,Lewis Hamilton,Mercedes,1:34.210,1:24.836,1:20.108
3,3,Daniel Ricciardo,Red Bull,1:39.968,1:23.234,1:20.280
4,33,Max Verstappen,Red Bull,1:40.424,1:22.660,1:20.557
5,5,Sebastian Vettel,Ferrari,1:35.718,1:24.082,1:20.874
6,55,Carlos Sainz,Toro Rosso,1:36.115,1:24.734,1:21.131
7,14,Fernando Alonso,McLaren,1:35.165,1:23.816,1:21.211
8,22,Jenson Button,McLaren,1:37.983,1:24.456,1:21.597
9,27,Nico Hülkenberg,Force India,1:41.471,1:23.901,1:21.823
10,77,Valtteri Bottas,Williams,1:42.758,1:24.506,1:22.182
11,8,Romain Grosjean,Haas F1 Team,1:35.906,1:24.941,
12,26,Daniil Kvyat,Toro Rosso,1:36.714,1:25.301,
13,11,Sergio Pérez,Force India,1:41.411,1:25.416,
14,7,Kimi Räikkönen,Ferrari,1:36.853,1:25.435,
15,21,Esteban Gutiérrez,Haas F1 Team,1:38.959,1:26.189,
16,12,Felipe Nasr,Sauber,1:37.772,1:27.063,
17,30,Jolyon Palmer,Renault,1:43.965,,
18,19,Felipe Massa,Williams,1:43.999,,
19,20,Kevin Magnussen,Renault,1:44.543,,
20,9,Marcus Ericsson,Sauber,1:46.984,,
21,94,Pascal Wehrlein,Manor Marussia,1:47.343,,
22,88,Rio Haryanto,Manor Marussia,1:50.189,,
