position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:45.316,1:43.020,1:42.584
2,3,Daniel Ricciardo,Red Bull,1:44.255,1:43.933,1:43.115
3,44,Lewis Hamilton,Mercedes,1:45.167,1:43.471,1:43.288
4,33,Max Verstappen,Red Bull,1:45.036,1:44.112,1:43.328
5,7,Kimi Räikkönen,Ferrari,1:44.964,1:44.159,1:43.540
6,55,Carlos Sainz,Toro Rosso,1:45.499,1:44.493,1:44.197
7,26,Daniil Kvyat,Toro Rosso,1:45.291,1:44.475,1:44.469
8,27,Nico Hülkenberg,Force India,1:46.081,1:44.737,1:44.479
9,14,Fernando Alonso,McLaren,1:45.373,1:44.653,1:44.553
10,11,Sergio Pérez,Force India,1:45.204,1:44.703,1:44.582
11,77,Valtteri Bottas,Williams,1:46.086,1:44.740,
12,19,Felipe Massa,Williams,1:46.056,1:44.991,
13,22,Jenson Button,McLaren,1:45.262,1:45.144,
14,21,Esteban Gutiérrez,Haas F1 Team,1:45.465,1:45.593,
15,8,Romain Grosjean,Haas F1 Team,1:45.609,1:45.723,
16,9,Marcus Ericsson,Sauber,1:46.427,1:47.827,
17,20,Kevin Magnussen,Renault,1:46.825,,
18,12,Felipe Nasr,Sauber,1:46.860,,
19,30,Jolyon Palmer,Renault,1:46.960,,
20,94,Pascal Wehrlein,Manor Marussia,1:47.667,,
21,31,Esteban Ocon,Manor Marussia,1:48.296,,
22,5,Sebastian Vettel,Ferrari,1:49.116,,
