position,number,driver,constructor,laps,grid,status,points
1,5,Nigel Mansell,Williams,69,1,Finished,10
2,6,Riccardo Patrese,Williams,69,2,Finished,6
3,20,Martin Brundle,Benetton,69,7,Finished,4
4,11,Mika Häkkinen,Team Lotus,68,11,+1 Lap,3
5,26,Érik Comas,Ligier,68,10,+1 Lap,2
6,12,Johnny Herbert,Team Lotus,68,12,+1 Lap,1
7,9,Michele Alboreto,Footwork,68,14,+1 Lap,0
8,24,Gianni Morbidelli,Minardi,68,16,+1 Lap,0
9,21,Jyrki Järvilehto,Dallara,67,17,+2 Laps,0
10,22,Pierluigi Martini,Dallara,67,25,+2 Laps,0
11,3,Olivier Grouillard,Tyrrell,66,22,+3 Laps,0
12,27,Jean Alesi,Ferrari,61,6,Engine,0
13,4,Andrea de Cesaris,Tyrrell,51,19,Spun off,0
14,30,Ukyo Katayama,Larrousse,41,18,Engine,0
15,25,Thierry Boutsen,Ligier,46,9,Spun off,0
16,28,Ivan Capelli,Ferrari,38,8,Engine,0
17,16,Karl Wendlinger,March,33,21,Gearbox,0
18,32,Stefano Modena,Jordan,25,20,Engine,0
19,10,Aguri Suzuki,Footwork,20,15,Spun off,0
20,19,Michael Schumacher,Benetton,17,5,Accident,0
21,2,Gerhard Berger,McLaren,10,4,Engine,0
22,15,Gabriele Tarquini,Fondmetal,6,23,Throttle,0
23,1,Ayrton Senna,McLaren,0,3,Accident,0
24,29,Bertrand Gachot,Larrousse,0,13,Accident,0
25,33,Maurício Gugelmin,Jordan,0,24,Accident,0
26,14,Andrea Chiesa,Fondmetal,0,26,Accident,0
27,17,Paul Belmondo,March,0,0,Did not qualify,0
28,23,Christian Fittipaldi,Minardi,0,0,Did not qualify,0
29,7,Eric van de Poele,Brabham,0,0,Did not qualify,0
30,8,Damon Hill,Brabham,0,0,Did not qualify,0
