Position,Driver,Constructor,Points,Wins
1,Fernando Alonso,Renault,103,6
2,Kimi Räikkönen,McLaren,76,5
3,Michael Schumacher,Ferrari,55,1
4,Juan Pablo Montoya,McLaren,50,2
5,Jarno Trulli,Toyota,43,0
6,Giancarlo Fisichella,Renault,41,1
7,Ralf Schumacher,Toyota,35,0
8,Rubens Barrichello,Ferrari,31,0
9,Nick Heidfeld,Williams,28,0
10,Jenson Button,BAR,24,0
11,Mark Webber,Williams,24,0
12,David Coulthard,Red Bull,21,0
13,Felipe Massa,Sauber,8,0
14,Tiago Monteiro,Jordan,6,0
15,Alexander Wurz,McLaren,6,0
16,Jacques Villeneuve,Sauber,6,0
17,Narain Karthikeyan,Jordan,5,0
18,Christian Klien,Red Bull,5,0
19,Christijan Albers,Minardi,4,0
20,Pedro de la Rosa,McLaren,4,0
21,Patrick Friesacher,Minardi,3,0
22,Antônio Pizzonia,Williams,2,0
23,Takuma Sato,BAR,1,0
24,Vitantonio Liuzzi,Red Bull,1,0
25,Robert Doornbos,Minardi,0,0
26,Ricardo Zonta,Toyota,0,0
27,Anthony Davidson,BAR,0,0
