position,number,driver,constructor,Q1,Q2,Q3
1,9,Kimi Räikkönen,McLaren,1:20.878,,
2,10,Juan Pablo Montoya,McLaren,1:21.054,,
3,5,Fernando Alonso,Renault,1:21.319,,
4,3,Jenson Button,BAR,1:21.369,,
5,4,Takuma Sato,BAR,1:21.477,,
6,16,Jarno Trulli,Toyota,1:21.640,,
7,1,Michael Schumacher,Ferrari,1:21.721,,
8,2,Rubens Barrichello,Ferrari,1:21.962,,
9,6,Giancarlo Fisichella,Renault,1:22.068,,
10,17,Ralf Schumacher,Toyota,1:22.266,,
11,14,David Coulthard,Red Bull,1:22.304,,
12,11,Jacques Villeneuve,Sauber,1:22.356,,
13,15,Christian Klien,Red Bull,1:22.532,,
14,7,Mark Webber,Williams,1:22.560,,
15,12,Felipe Massa,Sauber,1:23.060,,
16,8,Antônio Pizzonia,Williams,1:23.291,,
17,18,Tiago Monteiro,Jordan,1:24.666,,
18,20,Robert Doornbos,Minardi,1:24.904,,
19,19,Narain Karthikeyan,Jordan,1:25.859,,
20,21,Christijan Albers,Minardi,1:26.964,,
