Position,Driver,Constructor,Points,Wins
1,Juan Fangio,Maserati,34,4
2,Luigi Musso,Ferrari,16,0
3,Mike Hawthorn,Ferrari,13,0
4,Tony Brooks,Vanwall,10,1
5,Stirling Moss,Maserati,8,1
6,Sam Hanks,Epperly,8,1
7,Peter Collins,Ferrari,8,0
8,Jim Rathmann,Epperly,7,0
9,Jean Behra,Maserati,6,0
10,Harry Schell,Maserati,5,0
11,Maurice Trintignant,Ferrari,5,0
12,Masten Gregory,Maserati,4,0
13,Carlos Menditeguy,Maserati,4,0
14,Jimmy Bryan,Kuzma,4,0
15,Stuart Lewis-Evans,Connaught,3,0
16,Paul Russo,Kurtis Kraft,3,0
17,Roy Salvadori,BRM,2,0
18,Andy Linden,Kurtis Kraft,2,0
19,Alfonso de Portago,Ferrari,1,0
20,José Froilán González,Ferrari,1,0
21,Jack Brabham,Cooper,0,0
22,Wolfgang von Trips,Ferrari,0,0
23,Johnny Boyd,Kurtis Kraft,0,0
24,Bob Gerard,Cooper,0,0
25,Cesare Perdisa,Ferrari,0,0
26,Jo Bonnier,Maserati,0,0
27,Mike MacDowel,Cooper,0,0
28,Marshall Teague,Kurtis Kraft,0,0
29,Ivor Bueb,Connaught,0,0
30,Pat O'Connor,Kurtis Kraft,0,0
