position,number,driver,constructor,laps,grid,status,points
1,1,Mika Häkkinen,McLaren,69,2,Finished,10
2,9,Giancarlo Fisichella,Benetton,69,7,Finished,6
3,4,Eddie Irvine,Ferrari,69,3,Finished,4
4,6,Ralf Schumacher,Williams,69,13,Finished,3
5,17,Johnny Herbert,Stewart,69,10,Finished,2
6,12,Pedro Diniz,Sauber,69,18,Finished,1
7,2,David Coulthard,McLaren,69,4,Finished,0
8,21,Marc Gené,Minardi,68,22,+1 Lap,0
9,18,Olivier Panis,Prost,68,15,+1 Lap,0
10,20,Luca Badoer,Minardi,67,21,+2 Laps,0
11,8,Heinz-Harald Frentzen,Jordan,65,6,Brakes,0
12,5,Alessandro Zanardi,Williams,50,12,Brakes,0
13,15,Toranosuke Takagi,Arrows,41,19,Transmission,0
14,22,Jacques Villeneuve,BAR,34,16,Spun off,0
15,3,Michael Schumacher,Ferrari,29,1,Spun off,0
16,14,Pedro de la Rosa,Arrows,22,20,Transmission,0
17,7,Damon Hill,Jordan,14,14,Spun off,0
18,16,Rubens Barrichello,Stewart,14,5,Steering,0
19,23,Ricardo Zonta,BAR,2,17,Spun off,0
20,11,Jean Alesi,Sauber,0,8,Collision,0
21,19,Jarno Trulli,Prost,0,9,Collision,0
22,10,Alexander Wurz,Benetton,0,11,Transmission,0
