position,number,driver,constructor,Q1,Q2,Q3
1,3,Kimi Räikkönen,McLaren,1:15.214,1:14.410,1:14.070
2,5,Michael Schumacher,Ferrari,1:14.904,1:13.778,1:14.205
3,6,Felipe Massa,Ferrari,1:14.412,1:14.094,1:14.569
4,12,Jenson Button,Honda,1:15.869,1:14.378,1:14.862
5,2,Giancarlo Fisichella,Renault,1:15.916,1:14.540,1:14.894
6,11,Rubens Barrichello,Honda,1:15.757,1:14.652,1:14.934
7,1,Fernando Alonso,Renault,1:15.518,1:14.746,1:15.282
8,7,Ralf Schumacher,Toyota,1:15.789,1:14.743,1:15.923
9,4,Pedro de la Rosa,McLaren,1:15.655,1:15.021,1:15.936
10,14,David Coulthard,Red Bull,1:15.836,1:14.826,1:16.326
11,9,Mark Webber,Williams,1:15.719,1:15.094,
12,15,Christian Klien,Red Bull,1:15.816,1:15.141,
13,8,Jarno Trulli,Toyota,1:15.430,1:15.150,
14,17,Jacques Villeneuve,BMW Sauber,1:16.281,1:15.329,
15,10,Nico Rosberg,Williams,1:16.183,1:15.380,
16,16,Nick Heidfeld,BMW Sauber,1:16.234,1:15.397,
17,20,Vitantonio Liuzzi,Toro Rosso,1:16.399,,
18,19,Christijan Albers,MF1,1:17.093,,
19,22,Takuma Sato,Super Aguri,1:17.185,,
20,18,Tiago Monteiro,MF1,1:17.836,,
21,23,Sakon Yamamoto,Super Aguri,1:20.444,,
22,21,Scott Speed,Toro Rosso,,,
