position,number,driver,constructor,laps,grid,status,points
1,33,Max Verstappen,Red Bull,71,4,Finished,25
2,7,Kimi Räikkönen,Ferrari,71,3,Finished,18
3,5,Sebastian Vettel,Ferrari,71,6,Finished,15
4,8,Romain Grosjean,Haas F1 Team,70,5,+1 Lap,12
5,20,Kevin Magnussen,Haas F1 Team,70,8,+1 Lap,10
6,31,Esteban Ocon,Force India,70,11,+1 Lap,8
7,11,Sergio Pérez,Force India,70,16,+1 Lap,6
8,14,Fernando Alonso,McLaren,70,13,+1 Lap,4
9,16,Charles Leclerc,Sauber,70,18,+1 Lap,2
10,9,Marcus Ericsson,Sauber,70,20,+1 Lap,1
11,10,Pierre Gasly,Toro Rosso,70,12,+1 Lap,0
12,55,Carlos Sainz,Renault,70,9,+1 Lap,0
13,35,Sergey Sirotkin,Williams,69,17,+2 Laps,0
14,18,Lance Stroll,Williams,69,14,+2 Laps,0
15,2,Stoffel Vandoorne,McLaren,65,15,Collision damage,0
16,44,Lewis Hamilton,Mercedes,62,2,Fuel pressure,0
17,28,Brendon Hartley,Toro Rosso,54,19,Hydraulics,0
18,3,Daniel Ricciardo,Red Bull,53,7,Exhaust,0
19,77,Valtteri Bottas,Mercedes,13,1,Hydraulics,0
20,27,Nico Hülkenberg,Renault,11,10,Engine,0
