position,number,driver,constructor,laps,grid,status,points
1,4,Lewis Hamilton,McLaren,56,2,Finished,25
2,1,Sebastian Vettel,Red Bull,56,1,Finished,18
3,5,Fernando Alonso,Ferrari,56,7,Finished,15
4,6,Felipe Massa,Ferrari,56,11,Finished,12
5,3,Jenson Button,McLaren,56,12,Finished,10
6,9,Kimi Räikkönen,Lotus F1,56,4,Finished,8
7,10,Romain Grosjean,Lotus F1,56,8,Finished,6
8,12,Nico Hülkenberg,Force India,56,6,Finished,4
9,18,Pastor Maldonado,Williams,56,9,Finished,2
10,19,Bruno Senna,Williams,56,10,Finished,1
11,15,Sergio Pérez,Sauber,56,15,Finished,0
12,16,Daniel Ricciardo,Toro Rosso,56,18,Finished,0
13,8,Nico Rosberg,Mercedes,56,17,Finished,0
14,14,Kamui Kobayashi,Sauber,55,16,+1 Lap,0
15,11,Paul di Resta,Force India,55,13,+1 Lap,0
16,7,Michael Schumacher,Mercedes,55,5,+1 Lap,0
17,21,Vitaly Petrov,Caterham,55,21,+1 Lap,0
18,20,Heikki Kovalainen,Caterham,55,22,+1 Lap,0
19,24,Timo Glock,Marussia,55,19,+1 Lap,0
20,25,Charles Pic,Marussia,54,20,+2 Laps,0
21,22,Pedro de la Rosa,HRT,54,23,+2 Laps,0
22,23,Narain Karthikeyan,HRT,54,24,+2 Laps,0
23,2,Mark Webber,Red Bull,16,3,Alternator,0
24,17,Jean-Éric Vergne,Toro Rosso,14,14,Suspension,0
