position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:36.558,1:35.796,1:35.657
2,4,Lewis Hamilton,McLaren,1:37.058,1:36.795,1:35.766
3,2,Mark Webber,Red Bull,1:37.215,1:36.298,1:36.174
4,10,Romain Grosjean,Lotus F1,1:37.486,1:36.906,1:36.587
5,9,Kimi Räikkönen,Lotus F1,1:38.051,1:37.404,1:36.708
6,7,Michael Schumacher,Mercedes,1:37.927,1:37.102,1:36.794
7,6,Felipe Massa,Ferrari,1:37.667,1:36.549,1:36.937
8,12,Nico Hülkenberg,Force India,1:37.756,1:37.066,1:37.141
9,5,Fernando Alonso,Ferrari,1:37.968,1:37.123,1:37.300
10,18,Pastor Maldonado,Williams,1:37.537,1:37.011,1:37.842
11,19,Bruno Senna,Williams,1:37.520,1:37.604,
12,3,Jenson Button,McLaren,1:37.565,1:37.616,
13,11,Paul di Resta,Force India,1:38.104,1:37.665,
14,17,Jean-Éric Vergne,Toro Rosso,1:38.434,1:37.879,
15,15,Sergio Pérez,Sauber,1:38.500,1:38.206,
16,14,Kamui Kobayashi,Sauber,1:38.418,1:38.437,
17,8,Nico Rosberg,Mercedes,1:38.862,1:38.501,
18,16,Daniel Ricciardo,Toro Rosso,1:39.114,,
19,24,Timo Glock,Marussia,1:40.056,,
20,25,Charles Pic,Marussia,1:40.664,,
21,21,Vitaly Petrov,Caterham,1:40.809,,
22,20,Heikki Kovalainen,Caterham,1:41.166,,
23,22,Pedro de la Rosa,HRT,1:42.011,,
24,23,Narain Karthikeyan,HRT,1:42.740,,
