position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:31.391,1:30.039,1:29.493
2,6,Nico Rosberg,Mercedes,1:31.325,1:30.535,1:29.570
3,5,Sebastian Vettel,Ferrari,1:31.636,1:30.409,1:30.012
4,7,Kimi Räikkönen,Ferrari,1:31.685,1:30.559,1:30.244
5,3,Daniel Ricciardo,Red Bull,1:31.403,1:31.122,1:30.854
6,77,Valtteri Bottas,Williams,1:31.672,1:30.931,1:31.153
7,19,Felipe Massa,Williams,1:32.045,1:31.374,1:31.155
8,27,Nico Hülkenberg,Force India,1:31.987,1:31.604,1:31.620
9,8,Romain Grosjean,Haas F1 Team,1:32.005,1:31.756,
10,33,Max Verstappen,Toro Rosso,1:31.888,1:31.772,
11,55,Carlos Sainz,Toro Rosso,1:31.716,1:31.816,
12,47,Stoffel Vandoorne,McLaren,1:32.472,1:31.934,
13,21,Esteban Gutiérrez,Haas F1 Team,1:32.118,1:31.945,
14,22,Jenson Button,McLaren,1:31.976,1:31.998,
15,26,Daniil Kvyat,Red Bull,1:32.559,1:32.241,
16,94,Pascal Wehrlein,Manor Marussia,1:32.806,,
17,9,Marcus Ericsson,Sauber,1:32.840,,
18,11,Sergio Pérez,Force India,1:32.911,,
19,20,Kevin Magnussen,Renault,1:33.181,,
20,30,Jolyon Palmer,Renault,1:33.438,,
21,88,Rio Haryanto,Manor Marussia,1:34.190,,
22,12,Felipe Nasr,Sauber,1:34.388,,
