Position,Driver,Constructor,Points,Wins
1,Ayrton Senna,McLaren,26,2
2,Alain Prost,Williams,24,2
3,Damon Hill,Williams,12,0
4,Michael Schumacher,Benetton,10,0
5,Mark Blundell,Ligier,6,0
6,Johnny Herbert,Team Lotus,6,0
7,Jyrki Järvilehto,Sauber,5,0
8,Martin Brundle,Ligier,4,0
9,Christian Fittipaldi,Minardi,3,0
10,Philippe Alliot,Larrousse,2,0
11,Riccardo Patrese,Benetton,2,0
12,Fabrizio Barbazza,Minardi,2,0
13,Alessandro Zanardi,Team Lotus,1,0
14,Gerhard Berger,Ferrari,1,0
15,Derek Warwick,Footwork,0,0
16,Luca Badoer,Lola,0,0
17,Jean Alesi,Ferrari,0,0
18,Érik Comas,Larrousse,0,0
19,Aguri Suzuki,Footwork,0,0
20,Rubens Barrichello,Jordan,0,0
21,Michele Alboreto,Lola,0,0
