position,number,driver,constructor,Q1,Q2,Q3
1,6,Kimi Räikkönen,McLaren,1:31.523,,
2,1,Michael Schumacher,Ferrari,1:31.555,,
3,4,Ralf Schumacher,Williams,1:31.619,,
4,3,Juan Pablo Montoya,Williams,1:31.765,,
5,2,Rubens Barrichello,Ferrari,1:31.780,,
6,7,Jarno Trulli,Renault,1:31.976,,
7,20,Olivier Panis,Toyota,1:32.350,,
8,8,Fernando Alonso,Renault,1:32.424,,
9,5,David Coulthard,McLaren,1:32.742,,
10,21,Cristiano da Matta,Toyota,1:32.949,,
11,14,Mark Webber,Jaguar,1:33.066,,
12,17,Jenson Button,BAR,1:33.395,,
13,11,Giancarlo Fisichella,Jordan,1:33.553,,
14,12,Ralph Firman,Jordan,1:33.827,,
15,10,Heinz-Harald Frentzen,Sauber,1:34.000,,
16,15,Antônio Pizzonia,Jaguar,1:34.159,,
17,16,Jacques Villeneuve,BAR,1:34.596,,
18,19,Jos Verstappen,Minardi,1:36.318,,
19,18,Justin Wilson,Minardi,1:36.485,,
20,9,Nick Heidfeld,Sauber,,,
