position,number,driver,constructor,Q1,Q2,Q3
1,8,Fernando Alonso,Ferrari,1:22.646,1:22.297,1:21.962
2,1,Jenson Button,McLaren,1:23.085,1:22.354,1:22.084
3,7,Felipe Massa,Ferrari,1:22.421,1:22.610,1:22.293
4,6,Mark Webber,Red Bull,1:23.431,1:22.706,1:22.433
5,2,Lewis Hamilton,McLaren,1:22.830,1:22.394,1:22.623
6,5,Sebastian Vettel,Red Bull,1:23.235,1:22.701,1:22.675
7,4,Nico Rosberg,Mercedes,1:23.529,1:23.055,1:23.027
8,10,Nico Hülkenberg,Williams,1:23.516,1:22.989,1:23.037
9,11,Robert Kubica,Renault,1:23.234,1:22.880,1:23.039
10,9,Rubens Barrichello,Williams,1:23.695,1:23.142,1:23.328
11,14,Adrian Sutil,Force India,1:23.493,1:23.199,
12,3,Michael Schumacher,Mercedes,1:23.840,1:23.388,
13,23,Kamui Kobayashi,Sauber,1:24.273,1:23.659,
14,16,Sébastien Buemi,Toro Rosso,1:23.744,1:23.681,
15,12,Vitaly Petrov,Renault,1:24.086,1:23.819,
16,17,Jaime Alguersuari,Toro Rosso,1:24.083,1:23.919,
17,22,Pedro de la Rosa,Sauber,1:24.442,1:24.044,
18,18,Jarno Trulli,Lotus,1:25.540,,
19,19,Heikki Kovalainen,Lotus,1:25.742,,
20,15,Vitantonio Liuzzi,Force India,1:25.774,,
21,24,Timo Glock,Virgin,1:25.934,,
22,25,Lucas di Grassi,Virgin,1:25.974,,
23,21,Bruno Senna,HRT,1:26.847,,
24,20,Sakon Yamamoto,HRT,1:27.020,,
