Position,Driver,Constructor,Points,Wins
1,Graham Hill,Lotus-Ford,24,2
2,Denny Hulme,McLaren-BRM,10,0
3,Bruce McLaren,McLaren-Ford,9,1
4,Jim Clark,Lotus-Ford,9,1
5,Pedro Rodríguez,BRM,6,0
6,Richard Attwood,BRM,6,0
7,Ludovico Scarfiotti,Cooper-BRM,6,0
8,Lucien Bianchi,Cooper-BRM,5,0
9,Jacky Ickx,Ferrari,4,0
10,Jochen Rindt,Brabham-Repco,4,0
11,Brian Redman,Cooper-Maserati,4,0
12,Chris Amon,Ferrari,3,0
13,Jackie Stewart,Matra-Ford,3,0
14,Jean-Pierre Beltoise,Matra-Ford,3,0
15,Jackie Oliver,Lotus-Ford,2,0
16,Jo Siffert,Cooper-Maserati,0,0
17,John Surtees,Honda,0,0
18,John Love,Brabham-Repco,0,0
19,Piers Courage,BRM,0,0
20,Jackie Pretorius,Brabham-Climax,0,0
21,Dan Gurney,Eagle-Weslake,0,0
22,Jack Brabham,Brabham-Repco,0,0
23,Jo Bonnier,Cooper-Maserati,0,0
24,Johnny Servoz-Gavin,Matra-Ford,0,0
25,Sam Tingle,LDS,0,0
26,Basil van Rooyen,Cooper-Climax,0,0
27,Silvio Moser,Brabham-Repco,0,0
28,Andrea de Adamich,Ferrari,0,0
29,Mike Spence,BRM,0,0
30,Dave Charlton,Brabham-Repco,0,0
