position,number,driver,constructor,laps,grid,status,points
1,2,Gerhard Berger,McLaren,53,1,Finished,10
2,1,Ayrton Senna,McLaren,53,2,Finished,6
3,6,Riccardo Patrese,Williams,53,5,Finished,4
4,27,Alain Prost,Ferrari,53,4,Finished,3
5,7,Martin Brundle,Brabham,52,19,+1 Lap,2
6,4,Stefano Modena,Tyrrell,52,14,+1 Lap,1
7,20,Nelson Piquet,Benetton,52,10,+1 Lap,0
8,15,Maurício Gugelmin,Leyton House,52,18,+1 Lap,0
9,25,Thierry Boutsen,Ligier,52,17,+1 Lap,0
10,10,Alex Caffi,Footwork,51,26,+2 Laps,0
11,14,Gabriele Tarquini,Fondmetal,50,24,+3 Laps,0
12,26,Érik Comas,Ligier,41,20,Alternator,0
13,23,Pierluigi Martini,Minardi,39,7,Electrical,0
14,19,Michael Schumacher,Benetton,34,9,Engine,0
15,12,Johnny Herbert,Team Lotus,31,23,Engine,0
16,3,Satoru Nakajima,Tyrrell,30,15,Spun off,0
17,30,Aguri Suzuki,Lola,26,25,Engine,0
18,24,Gianni Morbidelli,Minardi,15,8,Wheel,0
19,5,Nigel Mansell,Williams,9,3,Spun off,0
20,32,Alessandro Zanardi,Jordan,7,13,Gearbox,0
21,11,Mika Häkkinen,Team Lotus,4,21,Engine,0
22,33,Andrea de Cesaris,Jordan,1,11,Accident,0
23,22,Jyrki Järvilehto,Dallara,1,12,Accident,0
24,21,Emanuele Pirro,Dallara,1,16,Accident,0
25,16,Karl Wendlinger,Leyton House,1,22,Accident,0
26,28,Jean Alesi,Ferrari,0,6,Engine,0
27,9,Michele Alboreto,Footwork,0,0,Did not qualify,0
28,34,Nicola Larini,Lambo,0,0,Did not qualify,0
29,35,Eric van de Poele,Lambo,0,0,Did not qualify,0
30,29,Éric Bernard,Lola,0,0,Did not qualify,0
