position,number,driver,constructor,Q1,Q2,Q3
1,1,Sebastian Vettel,Red Bull,1:38.516,1:37.065,1:36.338
2,2,Mark Webber,Red Bull,1:38.161,1:37.312,1:36.441
3,8,Romain Grosjean,Lotus F1,1:38.676,1:37.523,1:37.155
4,11,Nico Hülkenberg,Sauber,1:38.339,1:37.828,1:37.296
5,10,Lewis Hamilton,Mercedes,1:37.959,1:37.854,1:37.345
6,3,Fernando Alonso,Ferrari,1:38.929,1:37.368,1:37.376
7,6,Sergio Pérez,McLaren,1:38.367,1:38.040,1:37.452
8,7,Heikki Kovalainen,Lotus F1,1:38.375,1:38.078,1:37.715
9,17,Valtteri Bottas,Williams,1:37.821,1:37.439,1:37.836
10,12,Esteban Gutiérrez,Sauber,1:38.082,1:38.031,1:38.034
11,19,Daniel Ricciardo,Toro Rosso,1:38.882,1:38.131,
12,14,Paul di Resta,Force India,1:38.894,1:38.139,
13,5,Jenson Button,McLaren,1:38.588,1:38.217,
14,9,Nico Rosberg,Mercedes,1:38.743,1:38.364,
15,4,Felipe Massa,Ferrari,1:39.094,1:38.592,
16,18,Jean-Éric Vergne,Toro Rosso,1:38.880,1:38.696,
17,15,Adrian Sutil,Force India,1:39.250,,
18,16,Pastor Maldonado,Williams,1:39.351,,
19,21,Giedo van der Garde,Caterham,1:40.491,,
20,22,Jules Bianchi,Marussia,1:40.528,,
21,20,Charles Pic,Caterham,1:40.596,,
22,23,Max Chilton,Marussia,1:41.401,,
