position,number,driver,constructor,Q1,Q2,Q3
1,77,Valtteri Bottas,Mercedes,1:32.658,1:31.728,1:31.547
2,44,Lewis Hamilton,Mercedes,1:33.115,1:31.637,1:31.570
3,5,Sebastian Vettel,Ferrari,1:33.557,1:32.232,1:31.848
4,16,Charles Leclerc,Ferrari,1:32.712,1:32.324,1:31.865
5,33,Max Verstappen,Red Bull,1:33.274,1:32.369,1:32.089
6,10,Pierre Gasly,Red Bull,1:33.863,1:32.948,1:32.930
7,3,Daniel Ricciardo,Renault,1:33.709,1:33.214,1:32.958
8,27,Nico Hülkenberg,Renault,1:33.644,1:33.968,1:32.962
9,20,Kevin Magnussen,Haas F1 Team,1:34.036,1:33.150,
10,8,Romain Grosjean,Haas F1 Team,1:33.752,1:33.156,
11,26,Daniil Kvyat,Toro Rosso,1:33.783,1:33.236,
12,11,Sergio Pérez,Racing Point,1:34.026,1:33.299,
13,7,Kimi Räikkönen,Alfa Romeo,1:34.125,1:33.419,
14,55,Carlos Sainz,McLaren,1:33.686,1:33.523,
15,4,Lando Norris,McLaren,1:34.148,1:33.967,
16,18,Lance Stroll,Racing Point,1:34.292,,
17,63,George Russell,Williams,1:35.253,,
18,88,Robert Kubica,Williams,1:35.281,,
