Position,Driver,Constructor,Points,Wins
1,Lewis Hamilton,Mercedes,68,2
2,Valtteri Bottas,Mercedes,62,1
3,Max Verstappen,Red Bull,39,0
4,Sebastian Vettel,Ferrari,37,0
5,Charles Leclerc,Ferrari,36,0
6,Pierre Gasly,Red Bull,13,0
7,Kimi Räikkönen,Alfa Romeo,12,0
8,Lando Norris,McLaren,8,0
9,Kevin Magnussen,Haas F1 Team,8,0
10,Nico Hülkenberg,Renault,6,0
11,Daniel Ricciardo,Renault,6,0
12,Sergio Pérez,Racing Point,5,0
13,Alexander Albon,Toro Rosso,3,0
14,Lance Stroll,Racing Point,2,0
15,Daniil Kvyat,Toro Rosso,1,0
16,Antonio Giovinazzi,Alfa Romeo,0,0
17,Romain Grosjean,Haas F1 Team,0,0
18,Carlos Sainz,McLaren,0,0
19,George Russell,Williams,0,0
20,Robert Kubica,Williams,0,0
