position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:38.303,1:36.290,1:36.067
2,44,Lewis Hamilton,Mercedes,1:37.196,1:37.287,1:36.443
3,77,Valtteri Bottas,Williams,1:38.249,1:37.499,1:36.906
4,19,Felipe Massa,Williams,1:37.877,1:37.347,1:37.205
5,3,Daniel Ricciardo,Red Bull,1:38.814,1:37.873,1:37.244
6,14,Fernando Alonso,Ferrari,1:38.349,1:38.010,1:37.610
7,22,Jenson Button,McLaren,1:38.574,1:38.024,1:37.655
8,20,Kevin Magnussen,McLaren,1:38.557,1:38.047,1:37.706
9,7,Kimi Räikkönen,Ferrari,1:38.669,1:38.263,1:37.804
10,99,Adrian Sutil,Sauber,1:38.855,1:38.378,1:38.810
11,13,Pastor Maldonado,Lotus F1,1:38.608,1:38.467,
12,11,Sergio Pérez,Force India,1:39.200,1:38.554,
13,27,Nico Hülkenberg,Force India,1:38.931,1:38.598,
14,26,Daniil Kvyat,Toro Rosso,1:38.936,1:38.699,
15,25,Jean-Éric Vergne,Toro Rosso,1:39.250,,
16,21,Esteban Gutiérrez,Sauber,1:39.555,,
17,1,Sebastian Vettel,Red Bull,1:39.621,,
18,8,Romain Grosjean,Lotus F1,1:39.679,,
