position,number,driver,constructor,laps,grid,status,points
1,44,Lewis Hamilton,Mercedes,56,2,Finished,25
2,6,Nico Rosberg,Mercedes,56,1,Finished,18
3,3,Daniel Ricciardo,Red Bull,56,5,Finished,15
4,19,Felipe Massa,Williams,56,4,Finished,12
5,77,Valtteri Bottas,Williams,56,3,Finished,10
6,14,Fernando Alonso,Ferrari,56,6,Finished,8
7,1,Sebastian Vettel,Red Bull,56,18,Finished,6
8,20,Kevin Magnussen,McLaren,56,7,Finished,4
9,13,Pastor Maldonado,Lotus F1,56,10,Finished,2
10,25,Jean-Éric Vergne,Toro Rosso,56,14,Finished,1
11,8,Romain Grosjean,Lotus F1,55,16,+1 Lap,0
12,22,Jenson Button,McLaren,55,12,+1 Lap,0
13,7,Kimi Räikkönen,Ferrari,55,8,+1 Lap,0
14,21,Esteban Gutiérrez,Sauber,55,15,+1 Lap,0
15,26,Daniil Kvyat,Toro Rosso,55,17,+1 Lap,0
16,27,Nico Hülkenberg,Force India,16,13,Engine,0
17,11,Sergio Pérez,Force India,1,11,Collision damage,0
18,99,Adrian Sutil,Sauber,0,9,Collision,0
