position,number,driver,constructor,Q1,Q2,Q3
1,6,Nico Rosberg,Mercedes,1:31.858,1:30.714,1:30.647
2,44,Lewis Hamilton,Mercedes,1:32.218,1:31.129,1:30.660
3,7,Kimi Räikkönen,Ferrari,1:31.674,1:31.406,1:30.949
4,5,Sebastian Vettel,Ferrari,1:31.659,1:31.227,1:31.028
5,33,Max Verstappen,Red Bull,1:32.487,1:31.489,1:31.178
6,3,Daniel Ricciardo,Red Bull,1:32.538,1:31.719,1:31.240
7,11,Sergio Pérez,Force India,1:32.682,1:32.237,1:31.961
8,8,Romain Grosjean,Haas F1 Team,1:32.458,1:32.176,1:31.961
9,27,Nico Hülkenberg,Force India,1:32.448,1:32.200,1:32.142
10,21,Esteban Gutiérrez,Haas F1 Team,1:32.620,1:32.155,1:32.547
11,77,Valtteri Bottas,Williams,1:32.383,1:32.315,
12,19,Felipe Massa,Williams,1:32.562,1:32.380,
13,26,Daniil Kvyat,Toro Rosso,1:32.645,1:32.623,
14,55,Carlos Sainz,Toro Rosso,1:32.789,1:32.685,
15,14,Fernando Alonso,McLaren,1:32.819,1:32.689,
16,30,Jolyon Palmer,Renault,1:32.796,1:32.807,
17,22,Jenson Button,McLaren,1:32.851,,
18,20,Kevin Magnussen,Renault,1:33.023,,
19,9,Marcus Ericsson,Sauber,1:33.222,,
20,12,Felipe Nasr,Sauber,1:33.332,,
21,31,Esteban Ocon,Manor Marussia,1:33.353,,
22,94,Pascal Wehrlein,Manor Marussia,1:33.561,,
