Position,Driver,Constructor,Points,Wins
1,Jim Clark,Lotus-Climax,12,1
2,Graham Hill,BRM,12,1
3,Peter Arundell,Lotus-Climax,8,0
4,Richie Ginther,BRM,6,0
5,John Surtees,Ferrari,6,0
6,Jo Bonnier,Cooper-Climax,2,0
7,Chris Amon,Lotus-BRM,2,0
8,Bob Anderson,Brabham-Climax,1,0
9,Mike Hailwood,Lotus-BRM,1,0
10,Bruce McLaren,Cooper-Climax,0,0
11,Phil Hill,Cooper-Climax,0,0
12,Jo Siffert,Lotus-BRM,0,0
13,Lorenzo Bandini,Ferrari,0,0
14,Giancarlo Baghetti,BRM,0,0
15,Dan Gurney,Brabham-Climax,0,0
16,Maurice Trintignant,BRM,0,0
17,Jack Brabham,Brabham-Climax,0,0
18,Trevor Taylor,BRP,0,0
19,Carel Godin de Beaufort,Porsche,0,0
20,Tony Maggs,BRM,0,0
21,Peter Revson,Lotus-BRM,0,0
22,Bernard Collomb,Lotus-BRM,0,0
23,Innes Ireland,Lotus-BRM,0,0
24,André Pilette,Scirocco,0,0
