position,number,driver,constructor,Q1,Q2,Q3
1,44,Lewis Hamilton,Mercedes,1:08.464,1:07.795,1:07.281
2,5,Sebastian Vettel,Ferrari,1:08.452,1:07.776,1:07.374
3,77,Valtteri Bottas,Mercedes,1:08.492,1:07.727,1:07.441
4,7,Kimi Räikkönen,Ferrari,1:08.452,1:08.028,1:07.456
5,33,Max Verstappen,Red Bull,1:08.205,1:08.017,1:07.778
6,3,Daniel Ricciardo,Red Bull,1:08.544,1:08.055,1:07.780
7,9,Marcus Ericsson,Sauber,1:08.754,1:08.579,1:08.296
8,16,Charles Leclerc,Sauber,1:08.667,1:08.335,1:08.492
9,8,Romain Grosjean,Haas F1 Team,1:08.735,1:08.239,1:08.517
10,10,Pierre Gasly,Toro Rosso,1:09.046,1:08.616,1:09.029
11,20,Kevin Magnussen,Haas F1 Team,1:08.474,1:08.659,
12,11,Sergio Pérez,Force India,1:09.217,1:08.741,
13,31,Esteban Ocon,Force India,1:09.264,1:08.770,
14,27,Nico Hülkenberg,Renault,1:09.009,1:08.834,
15,35,Sergey Sirotkin,Williams,1:09.259,1:10.381,
16,55,Carlos Sainz,Renault,1:09.269,,
17,28,Brendon Hartley,Toro Rosso,1:09.280,,
18,14,Fernando Alonso,McLaren,1:09.402,,
19,18,Lance Stroll,Williams,1:09.441,,
20,2,Stoffel Vandoorne,McLaren,1:09.601,,
